geneSym,FC_ADvsNCI,LOG10 FC,t_ADvsNCI,p_ADvsNCI,,,,,,,
ACSF2,1.018618992,0.008011769,0.37784445,0.716742597,,,,,,,
PCSK1N,0.86587072,-0.062546946,-0.377418214,0.717045356,,,,,,,
KCTD20,0.829500013,-0.081183603,-0.377280163,0.717143426,,,,,,,
VASP,0.918368232,-0.036983148,-0.376741547,0.71752611,,,,,,,
NUDT3,1.117351683,0.048189888,0.376606852,0.717621824,,,,,,,
KHDC4,0.991746032,-0.003599529,-0.376332711,0.717816643,,,,,,,
CNST,0.962780016,-0.016472933,-0.376078811,0.717997099,,,,,,,
EFR3B,0.984688861,-0.006700975,-0.375990468,0.718059892,,,,,,,
NAPB,1.374146318,0.138032979,0.375912293,0.71811546,,,,,,,
SMIM8,0.904701529,-0.043494676,-0.375877268,0.718140356,,,,,,,
ORMDL2,1.1020784,0.042212491,0.375785509,0.718205584,,,,,,,
DOCK8,0.931777497,-0.030687782,-0.3755374,0.718381963,,,,,,,
PEX14,0.965411024,-0.015287746,-0.375343622,0.718519733,,,,,,,
SYT1,0.826752658,-0.0826244,-0.375173004,0.718641045,,,,,,,
CIZ1,0.968574826,-0.013866823,-0.375172774,0.718641209,,,,,,,
RABGEF1,0.974310727,-0.011302516,-0.375136697,0.718666861,,,,,,,
FADD,1.051194539,0.021683096,0.375034008,0.718739881,,,,,,,
PPP2R5D,1.076127237,0.031863624,0.374992488,0.718769405,,,,,,,
LIN7C,0.997611537,-0.001038537,0.374934432,0.718810689,,,,,,,
HSPBP1,1.062878231,0.026483512,0.374920296,0.718820742,,,,,,,
STAU2,0.921019255,-0.03573129,-0.374843591,0.718875289,,,,,,,
ZC3H18,0.975501361,-0.01077212,-0.37466613,0.719001494,,,,,,,
OSTC,0.925893281,-0.033439068,-0.374617202,0.719036291,,,,,,,
UFC1,1.018128733,0.007802694,0.374496098,0.719122424,,,,,,,
F3,1.13037431,0.053222279,0.374313505,0.719252298,,,,,,,
ACAD8,1.119007558,0.04883302,0.374250317,0.719297244,,,,,,,
TOE1,0.874686717,-0.058147469,-0.374243462,0.71930212,,,,,,,
TRIP12,0.951696471,-0.021501541,-0.374237248,0.719306541,,,,,,,
ZGPAT,1.020034136,0.008614706,0.374168636,0.719355346,,,,,,,
SLC2A5,1.084556731,0.035252274,0.374055878,0.719435558,,,,,,,
TAMM41,0.950026269,-0.022264386,-0.373944392,0.719514869,,,,,,,
SAR1B,0.997679717,-0.001008857,-0.373871609,0.719566648,,,,,,,
IGFBP2,0.912038398,-0.039986877,-0.373775114,0.719635299,,,,,,,
DOCK7,1.031221801,0.013352086,0.373606241,0.71975545,,,,,,,
CDK18,1.179501268,0.071698412,0.373605085,0.719756273,,,,,,,
COMMD7,0.951517579,-0.021583184,-0.373369388,0.719923982,,,,,,,
CCM2,0.977466658,-0.009898048,-0.373305546,0.719969412,,,,,,,
ENTPD3,0.995209918,-0.002085304,0.373231705,0.720021958,,,,,,,
IRAK4,1.051552778,0.021831075,0.373130664,0.720093863,,,,,,,
EMC4,0.934423408,-0.029456291,-0.373073615,0.720134462,,,,,,,
IGLV1-51,0.905078035,-0.043313975,-0.372999608,0.720187132,,,,,,,
SCNN1G,1.206227807,0.081429336,0.372905173,0.720254342,,,,,,,
PTGR2,1.047081863,0.019980637,0.372875195,0.720275677,,,,,,,
SEC13,0.919112291,-0.036631426,-0.372846071,0.720296406,,,,,,,
VPS26B,0.961651846,-0.016982131,-0.372759638,0.720357925,,,,,,,
CDH22,1.039992737,0.017030306,0.372581464,0.720484747,,,,,,,
SEC24D,0.915237542,-0.038466174,-0.372425514,0.720595759,,,,,,,
ITGAV,0.923214322,-0.034697467,-0.372395656,0.720617014,,,,,,,
TAF3,0.914796644,-0.038675437,-0.372356762,0.720644702,,,,,,,
ATG4B,1.110488555,0.045514087,0.372283584,0.720696796,,,,,,,
GSPT1,1.022543985,0.009681998,0.372107274,0.720822317,,,,,,,
AP4M1,0.933318865,-0.029969956,-0.372106733,0.720822703,,,,,,,
SAFB,1.005916527,0.002561944,0.372055992,0.720858828,,,,,,,
GATM,1.116808969,0.047978893,0.371825704,0.721022795,,,,,,,
ARMCX1,0.93911943,-0.027279174,-0.371795266,0.721044468,,,,,,,
RPL38,0.927597995,-0.032640199,-0.371624126,0.721166333,,,,,,,
TULP3,0.958602028,-0.018361656,-0.371123538,0.721522839,,,,,,,
PLXNA4,0.931170947,-0.030970582,-0.370989568,0.721618262,,,,,,,
GMFB,1.124962564,0.05113807,0.37085261,0.721715819,,,,,,,
ATG7,0.993084536,-0.003013781,-0.37079459,0.721757149,,,,,,,
LIAS,0.900459025,-0.045536045,-0.370770949,0.721773989,,,,,,,
OGFRL1,1.151515152,0.061269657,0.370727145,0.721805193,,,,,,,
GLRX5,0.810932426,-0.091015333,-0.370707459,0.721819217,,,,,,,
TFB1M,0.952096902,-0.021318848,-0.370517254,0.721954719,,,,,,,
IRGQ,1.101008291,0.041790589,0.37043698,0.72201191,,,,,,,
KCNA2,1.873103666,0.272561814,0.370242125,0.72215074,,,,,,,
DOCK2,0.956876927,-0.019143917,-0.370169505,0.722202483,,,,,,,
PPP3CC,0.953716145,-0.020580865,-0.370068473,0.722274474,,,,,,,
RIOX1,0.959175198,-0.01810206,-0.370049894,0.722287712,,,,,,,
BOP1,0.953242524,-0.020796592,-0.369986051,0.722333205,,,,,,,
EXOSC8,0.918951419,-0.036707447,-0.369829401,0.722444836,,,,,,,
VCP,1.045747873,0.01942699,0.369811055,0.722457909,,,,,,,
MTMR2,1.110910285,0.045678987,0.369700761,0.722536511,,,,,,,
SUPV3L1,0.939832653,-0.02694947,-0.369669688,0.722558656,,,,,,,
EIF3E,0.93440582,-0.029464465,-0.369470781,0.722700419,,,,,,,
PPP2R1A,1.089475596,0.037217507,0.369288975,0.722830004,,,,,,,
ADHFE1,0.918531201,-0.036906087,-0.369220133,0.722879075,,,,,,,
PSMB3,1.051658317,0.021874661,0.369172053,0.722913347,,,,,,,
NPEPL1,1.011376527,0.00491287,0.369170643,0.722914352,,,,,,,
PSMD13,0.957530807,-0.018847245,-0.36870308,0.723247676,,,,,,,
SLC23A1,1.08015873,0.03348758,0.368670075,0.723271207,,,,,,,
TCP1,0.987473277,-0.005474648,-0.368476496,0.72340923,,,,,,,
HDAC3,1.021849814,0.00938707,0.368339824,0.723506684,,,,,,,
NECTIN1,1.026787151,0.011480426,-0.368090943,0.723684163,,,,,,,
ALPL,0.782218487,-0.106671924,-0.36803303,0.723725464,,,,,,,
MPC1,1.114715905,0.047164198,0.368011281,0.723740974,,,,,,,
CADM3,1.758408692,0.245119822,0.367819179,0.723877981,,,,,,,
SUSD2,0.981710084,-0.008016748,0.367763449,0.72391773,,,,,,,
TBL2,0.93142073,-0.0308541,-0.367706005,0.723958701,,,,,,,
PAFAH1B1,1.083809797,0.034953072,0.367522436,0.724089638,,,,,,,
TBC1D9,0.969863699,-0.013289296,-0.367387457,0.724185923,,,,,,,
ITGAD,0.963691447,-0.016061995,-0.367212023,0.724311073,,,,,,,
TMEM9B,0.954772323,-0.020100179,-0.367157455,0.724350003,,,,,,,
ARPC3,0.956414598,-0.019353804,-0.367006466,0.724457725,,,,,,,
SON,0.951338393,-0.021664976,-0.36696234,0.724489207,,,,,,,
TMEM245,0.948951105,-0.022756164,-0.366892333,0.724539157,,,,,,,
PARS2,1.055773251,0.023570655,0.366855313,0.724565571,,,,,,,
OPHN1,1.072220537,0.030284121,0.366763238,0.724631268,,,,,,,
SLC7A5,1.058846747,0.024833107,0.366572324,0.724767497,,,,,,,
TUBGCP5,0.973487069,-0.011669813,0.366413061,0.724881149,,,,,,,
RBX1,1.079986902,0.033418488,0.366374444,0.724908708,,,,,,,
POLR2E,0.913258292,-0.039406376,-0.366276471,0.724978628,,,,,,,
RBM14,1.000630631,0.000273793,0.366193957,0.725037518,,,,,,,
SYNGR3,0.75390711,-0.122682161,-0.366051423,0.725139247,,,,,,,
RAB20,0.932319867,-0.030435061,-0.366040463,0.72514707,,,,,,,
GOLM2,0.930164316,-0.031440326,-0.366033579,0.725151983,,,,,,,
IGKV2-40,0.861948624,-0.064518619,-0.365822702,0.725302503,,,,,,,
ADD3,1.055942402,0.023640229,0.365790084,0.725325786,,,,,,,
SPAG9,0.995560496,-0.001932345,0.365672399,0.725409794,,,,,,,
RIOK3,1.026217681,0.011239493,-0.365580523,0.725475382,,,,,,,
UROD,0.995740266,-0.00185393,-0.365446729,0.725570898,,,,,,,
PLBD2,1.068316853,0.02870008,0.36534718,0.725641969,,,,,,,
SGF29,0.997742361,-0.000981589,-0.365130371,0.725796767,,,,,,,
RBBP6,0.997694588,-0.001002384,0.365067763,0.72584147,,,,,,,
SFRP2,0.796196198,-0.098979901,-0.364949457,0.725925946,,,,,,,
RECQL5,0.869417138,-0.060771803,-0.364946881,0.725927786,,,,,,,
EDEM3,0.945585068,-0.024299394,-0.36483423,0.726008229,,,,,,,
CARHSP1,0.99259314,-0.003228731,-0.364479999,0.726261203,,,,,,,
RUVBL1,0.957313336,-0.018945891,-0.364296083,0.726392561,,,,,,,
PDZD2,1.0715915,0.03002926,0.364289504,0.72639726,,,,,,,
TMBIM6,1.152671523,0.061705564,0.364278431,0.72640517,,,,,,,
SLC28A3,0.904444142,-0.04361825,-0.364088449,0.726540871,,,,,,,
MCF2L,1.006910969,0.002991072,0.36395687,0.726634863,,,,,,,
PPM1E,1.521363989,0.182233132,0.36394099,0.726646208,,,,,,,
RPL12,0.900050453,-0.045733145,-0.363917404,0.726663057,,,,,,,
CPNE4,1.016355321,0.007045565,-0.363483746,0.726972875,,,,,,,
HBG1,2.75771657,0.440549629,0.3634833,0.726973193,,,,,,,
CERT1,0.922307026,-0.035124483,-0.363461404,0.726988838,,,,,,,
SNX11,1.021737897,0.009339502,0.363335684,0.727078668,,,,,,,
YARS1,1.159508872,0.064274076,0.363049656,0.727283057,,,,,,,
IGHV2-70D,0.738592431,-0.131595147,-0.362843457,0.727430417,,,,,,,
SBSPON,0.897944403,-0.046750552,-0.362651663,0.727567494,,,,,,,
MTFMT,0.929501798,-0.031749766,-0.362446338,0.727714254,,,,,,,
UPP1,0.972543491,-0.012090968,-0.362296377,0.727821448,,,,,,,
DPP3,1.006928483,0.002998626,-0.361985142,0.728043946,,,,,,,
HLA-DRB1,0.947754865,-0.023303978,-0.361877949,0.728120582,,,,,,,
RPS23,0.879749812,-0.055640817,-0.361824914,0.728158501,,,,,,,
CCDC102A,0.917418472,-0.03743252,-0.361808715,0.728170083,,,,,,,
INTS10,0.94916994,-0.022656024,-0.361444901,0.728430222,,,,,,,
SMC1A,0.995689191,-0.001876207,0.361346647,0.728500483,,,,,,,
NT5DC3,0.975536129,-0.010756642,-0.361091893,0.728682671,,,,,,,
RALBP1,1.038450386,0.016385752,-0.361029289,0.728727445,,,,,,,
ANKRD24,1.06511808,0.027397757,0.360970853,0.72876924,,,,,,,
PSMD6,0.935512984,-0.02895018,-0.360967694,0.7287715,,,,,,,
BUB1,1.39730474,0.145291132,0.360914391,0.728809623,,,,,,,
HID1,0.92602377,-0.033377865,-0.360819516,0.728877483,,,,,,,
RPL10,0.947161933,-0.023575765,-0.360385338,0.729188064,,,,,,,
MAPKAPK5,1.013244856,0.005714408,0.360287079,0.729258359,,,,,,,
RPS4X,0.894409897,-0.048463404,-0.360243444,0.729289577,,,,,,,
SLC26A2,0.81910439,-0.086660746,-0.360186331,0.729330438,,,,,,,
BLMH,1.058081357,0.024519063,0.3601644,0.729346128,,,,,,,
ALG9,0.947968377,-0.02320615,-0.360001127,0.729462947,,,,,,,
CAB39L,1.038952532,0.016595706,0.359836292,0.729580891,,,,,,,
LSAMP,1.338716285,0.126688547,0.359821447,0.729591514,,,,,,,
EIF4E,0.967124103,-0.014517793,-0.359694749,0.729682176,,,,,,,
CDKN2AIP,0.9743701,-0.011276052,-0.359627451,0.729730334,,,,,,,
CUL5,1.07632317,0.031942689,0.359546719,0.729788108,,,,,,,
FAM107B,1.12222732,0.050080837,0.359431832,0.729870327,,,,,,,
GATAD1,0.927113703,-0.032867,-0.359414226,0.729882927,,,,,,,
GLG1,0.912775114,-0.039636209,-0.359411604,0.729884803,,,,,,,
POC1B,1.019544812,0.008406319,-0.359390276,0.729900068,,,,,,,
CLIC1,0.894843951,-0.048252693,-0.359054978,0.73014005,,,,,,,
ACSS1,0.899711097,-0.045896923,-0.359002309,0.73017775,,,,,,,
MTM1,1.047867794,0.020306493,0.358847919,0.730288265,,,,,,,
ELP1,0.954256355,-0.020334939,-0.358640908,0.730436457,,,,,,,
SCLY,1.014214289,0.006129725,0.358638065,0.730438493,,,,,,,
EFHD1,1.060766878,0.025619951,0.358433476,0.730584963,,,,,,,
EOGT,0.935828943,-0.028803527,-0.358372323,0.730628747,,,,,,,
MICU2,0.894189429,-0.048570468,-0.358320342,0.730665964,,,,,,,
C19orf53,1.08787062,0.036577248,0.358203288,0.730749775,,,,,,,
PHB2,1.036514758,0.01557549,0.358091426,0.730829873,,,,,,,
MRC2,0.839988043,-0.075726896,-0.357996398,0.73089792,,,,,,,
DDX19A,0.980352415,-0.008617777,0.3579795,0.73091002,,,,,,,
SLC20A2,0.872460489,-0.059254232,-0.357861563,0.730994476,,,,,,,
SDR39U1,1.080826625,0.033756035,0.357635606,0.731156296,,,,,,,
FOLR2,0.910289276,-0.040820574,-0.357539575,0.731225073,,,,,,,
PRKCE,1.332726145,0.124740918,0.357478195,0.731269035,,,,,,,
SMARCAD1,0.969156322,-0.013606167,-0.357434184,0.731300557,,,,,,,
MANEA,0.900281338,-0.045621752,-0.357336401,0.731370595,,,,,,,
RNF170,1.091514115,0.038029356,0.357327859,0.731376713,,,,,,,
MFSD1,0.903894284,-0.04388236,-0.357294749,0.731400429,,,,,,,
RAPGEF2,1.236915469,0.092340021,0.357264833,0.731421858,,,,,,,
MTX1,1.004761233,0.00206287,0.357094628,0.731543779,,,,,,,
GTF2E1,1.037935052,0.016170179,0.357064455,0.731565393,,,,,,,
C12orf57,0.95942329,-0.017989743,0.357042342,0.731581233,,,,,,,
MOXD1,1.337430168,0.126271115,0.356996671,0.731613951,,,,,,,
PTPRE,1.029387216,0.012578771,-0.356988095,0.731620095,,,,,,,
SLC25A24,1.010148887,0.00438539,0.356966804,0.731635347,,,,,,,
MT-ND2,0.913318102,-0.039377934,0.356771872,0.731774997,,,,,,,
ELP6,1.065075087,0.027380226,0.356731879,0.731803649,,,,,,,
MINDY1,1.153011593,0.061833674,0.356703653,0.731823872,,,,,,,
MOSPD2,1.137293405,0.055872521,0.356506303,0.73196527,,,,,,,
ZNF33B,1.941026318,0.288031424,0.356298696,0.732114029,,,,,,,
PIK3CA,1.046018066,0.019539185,0.356109912,0.732249311,,,,,,,
CSTF1,1.041816275,0.017791137,-0.356078996,0.732271466,,,,,,,
CD93,0.864898451,-0.063034881,-0.356042996,0.732297265,,,,,,,
FAM234A,1.023424951,0.010056001,0.356031098,0.732305792,,,,,,,
PCID2,0.944087957,-0.024987542,-0.355985797,0.732338257,,,,,,,
NCK1,0.995762091,-0.001844411,0.355501823,0.732685135,,,,,,,
HCLS1,1.029507965,0.012629711,0.355455401,0.732718411,,,,,,,
RNF144A,1.043666791,0.018561865,0.355313155,0.732820377,,,,,,,
STRN4,0.945455519,-0.024358899,-0.355251694,0.732864436,,,,,,,
ENG,0.864355294,-0.063307704,-0.35516995,0.732923037,,,,,,,
APOBEC3C,0.93541014,-0.028997927,-0.354862435,0.733143506,,,,,,,
IGHV1-8,1.001042753,0.000452626,0.354845769,0.733155455,,,,,,,
UGGT1,0.941242113,-0.02629865,-0.354833334,0.733164371,,,,,,,
PPP3CA,1.248330475,0.096329573,0.354733556,0.733235912,,,,,,,
NME2P1,0.893822002,-0.048748959,-0.354702579,0.733258123,,,,,,,
WFS1,1.072566758,0.030424333,0.3546204,0.733317049,,,,,,,
OR5K2,1.449891871,0.161335615,0.354527174,0.733383897,,,,,,,
PSIP1,0.924075272,-0.034292651,-0.35445592,0.733434993,,,,,,,
MRPS15,1.075593766,0.031648277,0.354409559,0.733468238,,,,,,,
THY1,1.600687167,0.204306463,0.3543476,0.733512671,,,,,,,
CRKL,1.032078706,0.013712818,0.354218034,0.733605588,,,,,,,
C5orf24,0.921611722,-0.03545201,0.354198891,0.733619317,,,,,,,
RFC4,1.00166994,0.000724641,0.354138052,0.73366295,,,,,,,
ANGEL2,0.991625787,-0.003652188,-0.354109803,0.73368321,,,,,,,
ABHD2,0.913284133,-0.039394088,-0.353979107,0.733776946,,,,,,,
MAN2C1,0.980627667,-0.008495858,-0.353760627,0.733933654,,,,,,,
DNAJB2,1.108845147,0.0448709,0.353737685,0.73395011,,,,,,,
GDF15,0.984778767,-0.006661324,0.353691325,0.733983365,,,,,,,
GATB,0.906271706,-0.042741579,-0.353652496,0.734011218,,,,,,,
GYPA,1.144676565,0.058682792,-0.353540845,0.73409131,,,,,,,
USP16,0.946396695,-0.023926785,-0.353513749,0.734110748,,,,,,,
SYDE2,1.018200864,0.007833461,0.353450009,0.734156473,,,,,,,
UNKL,1.062263887,0.026232417,0.353389363,0.73419998,,,,,,,
TRAF5,0.937165329,-0.028183787,-0.352870957,0.734571923,,,,,,,
ITGA1,0.985785807,-0.006217439,0.352814482,0.734612447,,,,,,,
ATP1B1,1.222398581,0.087212837,0.352755709,0.734654622,,,,,,,
INPP1,1.142083879,0.057698001,0.352317418,0.734969158,,,,,,,
TMEM186,0.91949868,-0.03644889,-0.352282379,0.734994306,,,,,,,
MPP7,1.070024259,0.029393624,0.351909674,0.735261822,,,,,,,
CLDN2,0.833928043,-0.078871422,-0.351813947,0.735330538,,,,,,,
RPS26,0.872531765,-0.059218753,-0.351788597,0.735348735,,,,,,,
AKAP10,0.9671646,-0.014499608,-0.351773008,0.735359927,,,,,,,
DHRS1,0.863365477,-0.063805321,-0.351693884,0.735416727,,,,,,,
MPO,0.986288468,-0.005996045,-0.351119642,0.735829012,,,,,,,
IGHV3-13,1.050132061,0.021243918,0.35107388,0.735861872,,,,,,,
MRPL54,0.812127261,-0.090375911,-0.350951339,0.735949866,,,,,,,
MTARC2,0.90112339,-0.045215737,-0.350910614,0.73597911,,,,,,,
ST6GALNAC2,1.059885985,0.02525915,0.350897642,0.735988425,,,,,,,
U2AF2,0.921353213,-0.035573845,-0.350485348,0.736284521,,,,,,,
ITGB2,1.08375426,0.034930818,0.35034486,0.736385426,,,,,,,
SV2B,0.968062214,-0.014096731,-0.350218655,0.736476077,,,,,,,
RECK,0.986385763,-0.005953205,0.350023089,0.736616558,,,,,,,
OGFR,0.963074115,-0.01634029,-0.350008093,0.73662733,,,,,,,
ATP6V1C1,1.108563875,0.044760722,0.349868239,0.736727798,,,,,,,
PANK2,1.048521986,0.020577541,0.349764496,0.736802329,,,,,,,
FAM124A,1.177791641,0.071068468,0.349651279,0.736883669,,,,,,,
SCN2A,1.45019305,0.16142582,0.34935582,0.737095956,,,,,,,
HLA-B,0.838981762,-0.07624748,-0.349200364,0.737207662,,,,,,,
MRPL30,0.860125459,-0.065438198,-0.349172499,0.737227686,,,,,,,
SMIM27,0.943546923,-0.025236497,-0.349079183,0.737294743,,,,,,,
PMPCB,0.910031306,-0.040943667,-0.349057212,0.737310532,,,,,,,
WARS1,0.970783223,-0.012877738,-0.349026616,0.73733252,,,,,,,
RPS12,0.891061077,-0.050092527,-0.348883975,0.737435029,,,,,,,
TMEM45B,0.888338815,-0.051421361,-0.348749655,0.737531564,,,,,,,
SERPINA5,0.902686286,-0.044463156,-0.348601862,0.737637789,,,,,,,
SLC6A9,1.350485027,0.130489774,0.348480514,0.73772501,,,,,,,
TRIM47,0.975349174,-0.010839879,-0.348381282,0.737796338,,,,,,,
RPL14,0.868935173,-0.061012623,-0.348185404,0.737937145,,,,,,,
NUDCD3,1.111414578,0.045876089,0.347978457,0.738085919,,,,,,,
TBC1D8B,0.948033176,-0.023176464,-0.347958051,0.73810059,,,,,,,
SRSF6,0.870421409,-0.060270436,-0.347829592,0.738192946,,,,,,,
EEPD1,1.052997199,0.022427216,0.347758684,0.738243928,,,,,,,
NME3,1.014557126,0.006276505,0.347679872,0.738300595,,,,,,,
ITPRID2,0.938012399,-0.027791421,-0.347663417,0.738312426,,,,,,,
HIBCH,1.189189282,0.075250986,0.34746147,0.738457635,,,,,,,
IGKV1-5,1.230252303,0.089994187,0.34737903,0.738516917,,,,,,,
DNPEP,0.990957527,-0.003944959,0.347370263,0.738523222,,,,,,,
WDR48,1.034753596,0.014836944,0.347237393,0.738618771,,,,,,,
DNAH2,0.997834366,-0.000941543,0.347008627,0.738783293,,,,,,,
NFYC,0.98618565,-0.006041321,0.346556664,0.739108375,,,,,,,
CDC73,1.019307814,0.008305353,0.346458454,0.739179022,,,,,,,
PRKACA,0.987831407,-0.00531717,-0.34643107,0.739198721,,,,,,,
FLII,0.987900602,-0.00528675,-0.346430124,0.739199401,,,,,,,
PITHD1,1.16428376,0.06605884,0.346111157,0.739428869,,,,,,,
PPP5C,1.057972504,0.024474381,0.346088539,0.739445142,,,,,,,
CHST14,1.01536027,0.006620166,0.346008102,0.739503015,,,,,,,
DNAJC8,0.973223213,-0.011787541,0.345963809,0.739534883,,,,,,,
KIAA0753,1.159653429,0.064328216,0.345916496,0.739568925,,,,,,,
UNC13D,1.31123745,0.117681345,0.345804454,0.739649542,,,,,,,
PPA2,0.9465816,-0.023841942,-0.345803737,0.739650058,,,,,,,
SRSF10,1.007400363,0.003202103,0.345714448,0.739714306,,,,,,,
RRAGD,0.940370973,-0.026700785,-0.345538309,0.739841054,,,,,,,
GYS1,1.0466842,0.019815669,0.34538401,0.739952093,,,,,,,
ATP6V0C,0.85642702,-0.067309639,-0.345332535,0.739989139,,,,,,,
UBE2H,0.943589024,-0.025217119,-0.345201132,0.740083708,,,,,,,
PGLYRP1,1.020374898,0.008759766,-0.345194254,0.740088658,,,,,,,
ACBD7,0.976550661,-0.010305222,-0.345137236,0.740129695,,,,,,,
NIPSNAP2,1.12542576,0.051316851,0.345058381,0.74018645,,,,,,,
STX6,0.94651005,-0.02387477,-0.345027831,0.740208438,,,,,,,
DHRS11,1.000300365,0.000130427,-0.344280747,0.740746236,,,,,,,
SHPK,1.0911561,0.037886885,0.343934449,0.740995576,,,,,,,
WWC3,0.990984493,-0.003933141,-0.343406245,0.741375954,,,,,,,
PHF6,1.04459573,0.018948246,0.343305304,0.741448655,,,,,,,
COA5,0.912425027,-0.039802811,-0.343285563,0.741462872,,,,,,,
RPL36A,0.885416952,-0.052852167,-0.343257942,0.741482767,,,,,,,
PDHX,1.018290843,0.007871838,0.3431699,0.74154618,,,,,,,
KLF12,0.983319355,-0.007305412,0.343149831,0.741560636,,,,,,,
RAB6D,0.945128914,-0.02450895,-0.343146128,0.741563302,,,,,,,
TANC2,0.979683852,-0.00891405,-0.343109547,0.741589651,,,,,,,
HSP90B2P,1.02555989,0.010961027,0.342932415,0.741717242,,,,,,,
DHRS13,0.944822373,-0.024649831,-0.342723088,0.741868036,,,,,,,
PREPL,1.142643588,0.057910787,0.34266552,0.741909508,,,,,,,
COA4,0.96472771,-0.015595247,0.342602202,0.741955123,,,,,,,
ERH,0.993115157,-0.00300039,0.342599407,0.741957137,,,,,,,
RAB9B,1.143706851,0.058314723,0.342497268,0.742030723,,,,,,,
SH3BP1,1.012247295,0.005286625,0.342266069,0.7421973,,,,,,,
CA14,0.991140687,-0.003864695,-0.342222113,0.742228972,,,,,,,
RDX,1.081794287,0.034144684,0.342215677,0.742233609,,,,,,,
PPP1R8,0.983973748,-0.007016488,0.342085224,0.742327608,,,,,,,
FBXW11,1.077124598,0.032265944,0.34205767,0.742347464,,,,,,,
NOL9,0.92715567,-0.032847341,-0.341945242,0.742428479,,,,,,,
RPL29,1.462059324,0.164964995,0.341889219,0.742468851,,,,,,,
TMF1,0.909950264,-0.040982345,-0.341808305,0.74252716,,,,,,,
WDR75,1.028497238,0.01220313,-0.341780465,0.742547224,,,,,,,
BRD3,0.988183522,-0.005162392,-0.341763275,0.742559612,,,,,,,
ZNF22,1.021877551,0.009398859,-0.341492124,0.742755031,,,,,,,
LY6H,1.34191427,0.127724771,0.341285752,0.742903778,,,,,,,
IARS1,0.950698451,-0.021957214,-0.341190505,0.742972433,,,,,,,
GLB1,0.939799814,-0.026964645,-0.341173283,0.742984847,,,,,,,
CNOT3,0.950374142,-0.022105389,-0.34095136,0.743144822,,,,,,,
ECSIT,1.08324355,0.034726112,0.340891448,0.743188012,,,,,,,
PGAM1,1.040191922,0.017113477,0.340840328,0.743224866,,,,,,,
PDE1B,1.197444832,0.078255514,0.340609579,0.743391225,,,,,,,
MAST3,1.133315356,0.054350773,0.340596453,0.743400688,,,,,,,
JMJD8,0.843631343,-0.073847294,-0.340199433,0.743686957,,,,,,,
OTUD6B,0.997886138,-0.00091901,-0.340075989,0.743775974,,,,,,,
THEM4,0.968944099,-0.013701278,-0.340048771,0.743795602,,,,,,,
MTMR6,1.009858437,0.004260498,0.340045046,0.743798288,,,,,,,
DCTN2,1.114244599,0.046980538,0.339879147,0.743917928,,,,,,,
TOR1AIP2,0.925619234,-0.03356763,-0.339862499,0.743929934,,,,,,,
YBX1,0.94618098,-0.024025786,0.339852071,0.743937455,,,,,,,
C4A,1.132292639,0.053958684,0.339519531,0.744177296,,,,,,,
USP4,0.995761274,-0.001844768,-0.339498807,0.744192244,,,,,,,
ARHGEF11,0.987197363,-0.005596013,0.339290322,0.744342628,,,,,,,
PSMD1,0.962693415,-0.016511999,-0.33924744,0.744373562,,,,,,,
NEDD9,0.931097841,-0.03100468,-0.339206869,0.744402828,,,,,,,
NCDN,1.411513618,0.149685073,0.33918556,0.744418199,,,,,,,
GAPVD1,1.027625436,0.011834845,-0.339037376,0.744525099,,,,,,,
PSPH,1.038976375,0.016605673,0.339010314,0.744544622,,,,,,,
NUDT1,0.993231483,-0.002949523,-0.338963734,0.744578227,,,,,,,
ARID1B,0.95752147,-0.018851479,-0.338785862,0.744706555,,,,,,,
TRAPPC2L,0.944932388,-0.024599265,-0.338540515,0.744883578,,,,,,,
DNASE2,0.998494504,-0.000654321,0.338526708,0.74489354,,,,,,,
PRPF4,0.936538286,-0.028474464,-0.338501298,0.744911875,,,,,,,
ATP5MC3,1.028175706,0.012067338,0.338389623,0.744992457,,,,,,,
HSDL2,1.044867077,0.019061045,0.338097871,0.745202996,,,,,,,
RBM10,0.993985474,-0.002619962,0.338076688,0.745218284,,,,,,,
ARHGAP27,1.04948474,0.020976128,0.337796664,0.745420382,,,,,,,
TJAP1,1.015005807,0.006468527,-0.33778816,0.74542652,,,,,,,
TRUB2,0.949920627,-0.022312682,-0.337684978,0.745500994,,,,,,,
EHD3,1.100178204,0.041463037,0.337647601,0.745527973,,,,,,,
SNAP25,1.485468526,0.171863455,0.337573829,0.745581222,,,,,,,
POGLUT3,0.898891831,-0.046292567,-0.33754617,0.745601187,,,,,,,
HACL1,0.923544024,-0.034542397,-0.337512364,0.745625589,,,,,,,
POM121,1.010428737,0.004505689,0.337258795,0.745808633,,,,,,,
CAPNS1,1.050730554,0.021491361,0.337142175,0.745892824,,,,,,,
NEDD1,0.892508711,-0.049387537,-0.336896773,0.746069997,,,,,,,
CIBAR2,1.243931356,0.094796415,0.33681456,0.746129356,,,,,,,
SLC39A12,0.959206038,-0.018088096,-0.336810678,0.746132159,,,,,,,
NUP37,1.004296766,0.001862064,0.336754089,0.746173018,,,,,,,
SDC4,0.954089858,-0.020410721,0.336721845,0.7461963,,,,,,,
UNC13B,0.936258524,-0.028604216,-0.336721012,0.746196902,,,,,,,
PRKAB2,1.021917934,0.009416021,-0.336659767,0.746241124,,,,,,,
VIRMA,0.968411713,-0.013939967,-0.336528717,0.746335754,,,,,,,
