gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
chr16-59210755-59211702,2.380992121,6.439931028,3.76149596,0.000517891,0.040442748,-0.210025278
chr13-44436506-44437416,1.760363988,7.118283196,3.760433331,0.000519535,0.040442748,-0.241445531
chr12-6946051-6946945,-2.811318117,6.844692596,-3.757083261,0.000524752,0.040442748,-0.198448629
chr9-130847425-130848297,2.246557481,6.305703729,3.755258856,0.000527614,0.040442748,-0.221008049
chr11-75554120-75555059,2.177281046,6.298644963,3.753932024,0.000529705,0.040442748,-0.225469397
chr13-112711500-112712329,2.121013337,6.700384439,3.753127635,0.000530977,0.040442748,-0.239090965
chr1-12486181-12487134,2.230311614,6.350900308,3.746198109,0.000542054,0.040475782,-0.249217497
chr7-42972615-42973584,1.943002657,6.556796237,3.741501964,0.000549688,0.040475782,-0.271402295
chr2-120735423-120736459,2.342604973,6.449247713,3.737179972,0.000556804,0.040475782,-0.274525809
chr14-60649083-60650032,2.206971018,6.343599825,3.73697541,0.000557143,0.040475782,-0.271256198
chr21-41612538-41613472,2.288531101,6.254489905,3.735870649,0.000558978,0.040475782,-0.271300041
chr16-75251222-75252109,1.87917419,7.144276874,3.734533259,0.000561206,0.040475782,-0.301676703
chr12-7060161-7061092,2.157917969,6.544596373,3.733813249,0.00056241,0.040475782,-0.287619509
chr9-68559963-68560947,2.228732662,6.189029881,3.729438235,0.000569775,0.040482599,-0.285149412
chr4-20251428-20252318,1.962892757,7.47772794,3.728502293,0.000571363,0.040482599,-0.344930132
chr11-57322138-57323023,1.722109051,7.363383905,3.722730027,0.000581249,0.04081982,-0.360632997
chr19-49148834-49149870,2.032843109,6.729992235,3.720533654,0.000585054,0.04081982,-0.332750927
chr8-27614279-27615181,1.838620751,7.359928843,3.713398831,0.000597581,0.041377971,-0.372880448
chr22-24247227-24248112,1.914899927,6.803686342,3.699153674,0.00062337,0.042499283,-0.395601686
chr19-5308577-5309465,2.381022368,6.057739631,3.694188226,0.000632608,0.042499283,-0.37889503
chr5-150138423-150139338,2.036936281,6.535611973,3.690542374,0.000639476,0.042499283,-0.399446539
chr3-138356593-138357545,2.409332237,5.807342952,3.689931196,0.000640634,0.042499283,-0.378783535
chr11-111735178-111736135,1.902370674,6.987312976,3.685691213,0.000648725,0.042499283,-0.434853189
chr6-31945299-31946302,2.162178539,6.308825698,3.684298275,0.000651404,0.042499283,-0.408908686
chr1-100463530-100464618,2.428799469,6.023196143,3.683042038,0.00065383,0.042499283,-0.403507277
chr3-64685549-64686447,1.840713218,7.20482313,3.681637552,0.000656552,0.042499283,-0.453585836
chr9-70573953-70575052,2.257062411,6.093960824,3.680819341,0.000658143,0.042499283,-0.413264067
chr19-3459210-3460133,2.011017297,6.62193255,3.679255759,0.000661193,0.042499283,-0.441149419
chr5-156201421-156202587,2.292018014,5.747709994,3.676783073,0.000666045,0.042499283,-0.410501197
chr15-80778800-80779698,1.854123549,6.698722526,3.673424539,0.00067269,0.042499283,-0.454540089
chr20-3686590-3687516,2.319113866,5.921819922,3.672063177,0.000675402,0.042499283,-0.429568517
chr12-99984396-99985292,2.111007881,6.199206609,3.670328321,0.000678873,0.042499283,-0.444394732
chr1-145891658-145892598,2.030844628,6.888530673,3.664334178,0.000690997,0.042964057,-0.484455163
chr9-131627721-131628693,-2.708683625,6.246840356,-3.650813442,0.000719117,0.044410331,-0.471353744
chr21-38906798-38907705,2.140064736,6.37804979,3.637345039,0.00074822,0.045712708,-0.537151951
chr4-11367067-11368030,2.198728769,6.182270243,3.634847009,0.000753742,0.045712708,-0.534468067
chr19-16293094-16294155,2.246315678,6.206325699,3.634185566,0.00075521,0.045712708,-0.538460129
chr17-19579399-19580516,2.310898485,6.017164758,3.62782594,0.00076947,0.046269432,-0.5512982
chr21-26846305-26847124,2.234860996,6.133559095,3.611072222,0.000808286,0.047977634,-0.598199346
chr12-12890878-12891768,1.733011518,7.087197473,3.611034177,0.000808376,0.047977634,-0.649929844
chr2-219289393-219290335,1.848083006,6.442641927,3.601771471,0.000830639,0.048751041,-0.633227667
chr3-48989593-48990535,1.723968519,7.054714875,3.59906667,0.000837251,0.048751041,-0.665487585
chr18-48409983-48410874,2.000963222,6.434915157,3.59740821,0.00084133,0.048751041,-0.643645749
chr16-54286570-54287390,2.058012579,6.265488595,3.596835603,0.000842742,0.048751041,-0.637668131
chr19-47729137-47730631,2.083378581,5.87777318,3.591984952,0.000854801,0.049137632,-0.636409623
chr2-45013803-45014682,2.109507418,6.108356932,3.585376523,0.000871497,0.049784271,-0.665137289
chr13-67230101-67230959,1.688924872,7.438766707,3.581540829,0.000881331,0.050033319,-0.738747286
chr1-204350614-204351577,2.244807509,5.897921034,3.568044507,0.000916786,0.051379452,-0.699787427
chr2-70553620-70554518,-1.729239236,7.626513896,-3.566615767,0.000920619,0.051379452,-0.736132474
chr17-55285286-55286224,1.875566844,6.38063549,3.566136709,0.000921907,0.051379452,-0.721052755
chr2-222993979-222994933,2.269582945,5.960510911,3.555092873,0.000952095,0.052110784,-0.738131838
chr5-38556213-38557149,1.729921084,7.526543683,3.55323246,0.000957272,0.052110784,-0.812357407
chr11-1760254-1761203,-2.038636882,6.969649977,-3.550337867,0.000965382,0.052110784,-0.743706097
chr22-42688089-42689065,2.064015186,6.279410477,3.550219171,0.000965716,0.052110784,-0.75875123
chr5-58925443-58926422,2.162591821,6.192677447,3.549945608,0.000966486,0.052110784,-0.756340526
chr3-30517992-30518944,2.003475984,6.269189464,3.547541323,0.00097328,0.052110784,-0.76650998
chr13-20349475-20350544,2.135750395,5.90979713,3.546956501,0.000974939,0.052110784,-0.754819977
chr1-203487186-203488117,1.651193852,7.392171435,3.544281612,0.000982564,0.052147926,-0.837489482
chr20-25237333-25238422,2.088121059,6.090865418,3.542718677,0.000987045,0.052147926,-0.771438185
chr11-65606755-65607664,1.684378322,7.023311133,3.538738646,0.000998546,0.052409111,-0.81873439
chr4-71186369-71187113,1.896684435,6.305360107,3.53670742,0.001004464,0.052409111,-0.79465579
chr2-183038035-183038893,1.751089381,7.724577631,3.53344197,0.00101405,0.052409111,-0.878261197
chr9-127561554-127562499,1.896417507,6.584952597,3.533145452,0.001014925,0.052409111,-0.822153049
chr3-147418857-147419796,1.878417972,6.794000431,3.519890471,0.001054776,0.054160949,-0.85688768
chr10-29736602-29737610,2.186467495,5.942933693,3.514600362,0.001071095,0.054691674,-0.840436444
chr6-33771198-33772139,2.020642842,6.688228662,3.51141403,0.001081041,0.054772118,-0.87867646
chr19-17841679-17842974,2.081370277,5.98576457,3.510263008,0.001084656,0.054772118,-0.854931751
chr19-12052457-12053355,-2.627020286,6.671491583,-3.506842613,0.001095465,0.055014026,-0.853309511
chr5-154753423-154754100,2.106723991,5.947618241,3.491379252,0.001145635,0.057219159,-0.900681662
chr10-104353210-104354150,-1.97135001,7.116867812,-3.484901145,0.0011673,0.057984377,-0.925229687
chr4-13988693-13989668,2.06549822,6.052416162,3.474989247,0.00120121,0.059194351,-0.945556575
chr11-8870497-8871483,2.132359941,6.150538628,3.47400978,0.001204612,0.059194351,-0.954644299
chr10-122140785-122141712,2.184842322,6.176624645,3.468797593,0.001222868,0.059491438,-0.971261119
chr2-27705957-27706911,2.005128583,6.360201386,3.468568979,0.001223675,0.059491438,-0.976463958
chr1-14258709-14259812,2.109314818,5.958266572,3.464071779,0.00123965,0.059949211,-0.969293999
chr3-16513074-16513997,-2.494901473,6.174796536,-3.461300616,0.001249593,0.060111989,-0.951585502
chr8-27608393-27609311,2.071304686,6.340343731,3.45439067,0.001274719,0.060823017,-1.014315634
chr1-2198934-2199895,1.906922766,6.19770317,3.451899582,0.001283894,0.060823017,-1.012098151
chr6-19836813-19837716,1.830842264,7.189734791,3.451493027,0.001285398,0.060823017,-1.065455485
chr1-207828259-207829169,-2.599780006,6.231757246,-3.449584898,0.001292477,0.060823017,-0.98124574
chr6-143536623-143537584,-1.926706691,7.005050058,-3.448197859,0.001297646,0.060823017,-1.011505773
chr19-48492640-48493787,1.555568754,7.791510827,3.444516117,0.001311464,0.061157035,-1.153915753
chr7-151631846-151632774,1.624038558,7.427042869,3.435450455,0.001346089,0.062453041,-1.149864765
chr5-5497000-5497901,1.982463031,5.992780155,3.428815797,0.00137198,0.063078767,-1.061366079
chr22-27202387-27203329,2.001978714,6.134596167,3.428230947,0.001374285,0.063078767,-1.069656173
chr8-98382331-98383301,2.090610366,6.116602845,3.426714439,0.001380279,0.063078767,-1.070082492
chr1-109397524-109398411,-1.971241914,7.469479883,-3.413787058,0.0014324,0.064823818,-1.13627125
chr17-26603530-26604442,-2.478214242,6.153078597,-3.409356332,0.001450692,0.064823818,-1.07825112
chr8-143953362-143954213,1.918933025,6.697056802,3.409216005,0.001451275,0.064823818,-1.14313877
chr22-27331565-27332510,1.94306775,6.015427819,3.409073484,0.001451867,0.064823818,-1.111097184
chr19-47712923-47714101,2.063141266,6.235001906,3.40811361,0.001455863,0.064823818,-1.124485993
chr11-16986682-16987625,-2.533715112,6.295432438,-3.406840687,0.001461177,0.064823818,-1.085386939
chr9-35510651-35511617,2.009204872,6.264970464,3.404751182,0.001469941,0.064823818,-1.134606405
chr2-104789789-104790812,2.014522584,6.277004154,3.403502262,0.001475203,0.064823818,-1.135399622
chr2-172427202-172428051,-2.52396102,6.245670532,-3.399327594,0.001492923,0.065288587,-1.102976171
chr19-17830571-17831514,2.025581856,5.958591065,3.39492555,0.001511828,0.065800507,-1.147396861
chr10-69318264-69319177,-1.856162047,7.360872313,-3.379369239,0.001580482,0.068462589,-1.212722828
chr14-37197535-37198456,1.735550389,7.078148311,3.371717796,0.001615331,0.0696421,-1.263306155
chr18-11260754-11261748,1.971518192,6.193483789,3.357453194,0.001682265,0.07213541,-1.253167485
chr1-93616679-93617567,-2.451106199,6.105846686,-3.356058831,0.001688947,0.07213541,-1.209240938
chr7-25856372-25857543,1.891384075,6.202814047,3.353830944,0.001699677,0.072256046,-1.260911989
chr2-110101027-110101987,1.830361618,5.963307115,3.350065181,0.001717962,0.072695235,-1.257313485
chr10-122112520-122113367,1.769748393,7.023004805,3.347841728,0.001728845,0.072818653,-1.32073609
chr6-7051227-7052267,-2.097743345,6.787879885,-3.343242416,0.001751568,0.073437288,-1.266079129
chr7-6076974-6078016,2.165155231,6.071503369,3.330372877,0.001816668,0.075359763,-1.311872744
chr19-46297788-46298617,2.139275232,5.938761725,3.329154099,0.001822952,0.075359763,-1.308252907
chr15-66842181-66843053,1.786886582,7.074541259,3.328305906,0.001827337,0.075359763,-1.365623142
chr14-76767937-76768886,-2.620227038,6.352959604,-3.327714233,0.001830401,0.075359763,-1.283805693
chr14-68598512-68599493,1.749919676,6.896794764,3.322893583,0.001855554,0.075413602,-1.389116621
chr1-91885692-91886569,1.478441219,7.478905684,3.322643754,0.001856866,0.075413602,-1.417868232
chr22-36123619-36124536,1.834516202,6.86667049,3.321803202,0.001861289,0.075413602,-1.386403285
chr18-13266038-13266918,-2.438018059,6.129072429,-3.321153678,0.001864713,0.075413602,-1.294417584
chr20-10673841-10674683,1.450567089,7.938907029,3.318199841,0.00188036,0.075711418,-1.474741955
chr15-51132533-51133466,2.162678166,5.855521073,3.315259804,0.001896058,0.07600866,-1.33682035
chr9-129696868-129697859,1.84533862,6.30861643,3.310536719,0.001921539,0.07661485,-1.372874426
chr16-87143361-87144376,1.916351637,6.010606309,3.309358634,0.001927945,0.07661485,-1.363414019
chr7-19116999-19117962,2.162414705,6.154475343,3.306342232,0.00194444,0.076935847,-1.377655722
chr9-129549912-129550743,1.714587327,6.73323872,3.287721706,0.002049275,0.080734355,-1.461495473
chr21-33947604-33948557,-2.380409229,6.613555034,-3.283233164,0.002075337,0.081410223,-1.415306994
chr20-1946862-1947760,2.025564494,5.917408293,3.278435292,0.002103544,0.082164065,-1.43196644
chr19-3336644-3337575,1.929798425,6.46612572,3.276231808,0.00211662,0.082323002,-1.475061178
chr19-58059010-58059887,1.758973751,7.115836451,3.270028435,0.002153848,0.083352017,-1.524126637
chr6-44234062-44235084,1.846814922,6.60871347,3.268796284,0.002161316,0.083352017,-1.499441813
chr14-73723739-73724723,1.68752624,6.425996265,3.261673244,0.002204973,0.084620545,-1.502787872
chr11-126282621-126283535,1.698205251,7.062355145,3.260422391,0.002212725,0.084620545,-1.546360674
chr3-147393135-147393984,1.876203315,6.785769133,3.254047228,0.00225264,0.085788043,-1.541758226
chr4-104494685-104495630,2.3723948,5.796574993,3.252306212,0.002263659,0.085849961,-1.492488534
chr18-7038059-7039010,2.426666802,5.66640108,3.24516721,0.002309377,0.087221943,-1.502032248
chr20-50320920-50321863,2.015888583,6.100690924,3.236207704,0.002367995,0.089067793,-1.544811758
chr10-122113473-122114221,1.850087129,6.261117399,3.228429838,0.002420023,0.090651676,-1.573501387
chr19-33795336-33796165,1.898477453,6.427478801,3.226019131,0.002436367,0.09089142,-1.596820345
chr10-7551719-7552655,-2.391838671,6.118115685,-3.217043443,0.002498147,0.092443218,-1.545588263
chr6-144326753-144327876,1.925053911,5.942110582,3.217036982,0.002498192,0.092443218,-1.585148815
chr5-159100103-159100973,1.967933045,6.37345804,3.212363984,0.002530941,0.093258423,-1.620209939
chr13-30865088-30865986,2.148281683,5.89726551,3.210992679,0.002540629,0.093258423,-1.592464612
chr13-110411861-110412800,1.855007987,6.197129409,3.205959349,0.002576488,0.094196394,-1.626769733
chr1-31700917-31701884,1.891054837,5.977586243,3.202555573,0.002601008,0.094714013,-1.623133118
chr19-18023529-18024530,-2.458586265,6.299540808,-3.200415185,0.002616541,0.094901516,-1.588437213
chr8-17496667-17497522,1.78173078,6.867288833,3.194733967,0.002658195,0.09603123,-1.694406439
chr6-98672610-98673476,1.941630265,5.765764622,3.19113813,0.002684883,0.096310372,-1.63859346
chr2-42047483-42048319,1.681400753,7.229357563,3.19085483,0.002686996,0.096310372,-1.711244525
chr1-166875814-166876677,1.375078822,7.717219418,3.188163128,0.002707154,0.096653873,-1.76721493
chr5-141040695-141041638,1.854651055,6.037405441,3.184222817,0.002736922,0.097092793,-1.668293891
chr11-10792049-10793323,-2.442797449,6.215743975,-3.183726429,0.002740694,0.097092793,-1.627295634
chr6-146598531-146599444,-2.416537006,6.243006573,-3.182278385,0.002751725,0.097107209,-1.630252473
chr8-123658059-123658980,1.95153025,6.162718693,3.178818106,0.002778256,0.097544051,-1.693559066
chr14-103207033-103208032,2.258552083,6.103085734,3.177885477,0.002785448,0.097544051,-1.692669451
chr5-111654895-111655876,1.772353491,5.924233668,3.175332881,0.002805223,0.097645053,-1.686412235
chr10-104325359-104326257,-2.325699041,6.357854186,-3.174478866,0.002811869,0.097645053,-1.662775453
chr5-179060007-179060878,1.746162935,6.577376399,3.173387585,0.002820382,0.097645053,-1.735288378
chr1-151830198-151831310,-2.347031873,6.095935866,-3.171613705,0.002834273,0.097666834,-1.655263856
chr19-8525363-8526221,1.715343632,6.620735538,3.170107649,0.002846118,0.097666834,-1.739946648
chr7-94300778-94301677,2.423762777,6.138757091,3.169226585,0.002853068,0.097666834,-1.716597013
chr1-31170422-31171406,2.175355954,5.908683921,3.161430286,0.002915277,0.099424013,-1.723940037
chr2-167292391-167293455,1.9861425,6.415903255,3.159254981,0.002932862,0.099651901,-1.758213587
chr2-69149577-69150481,1.767312665,6.447021892,3.155315369,0.002964965,0.10036956,-1.768694942
chr11-355606-357000,1.75749955,6.974924727,3.152546946,0.002987723,0.100766733,-1.817579038
chr12-3252109-3253021,1.736459798,6.283512304,3.14670912,0.003036254,0.102027059,-1.778562621
chr6-144063692-144064602,-1.956472086,6.788233046,-3.144461573,0.003055136,0.102285507,-1.761225162
chr4-94757604-94758711,1.859995463,6.582067841,3.13788088,0.003111062,0.103611648,-1.813663882
chrX-15737678-15738587,-1.903298952,7.37086396,-3.137122064,0.003117572,0.103611648,-1.815071808
chr15-58065980-58066742,1.682995622,6.277478181,3.134790947,0.003137654,0.103611648,-1.807225646
chr12-113148956-113150125,-2.394796683,6.215145374,-3.134509052,0.00314009,0.103611648,-1.743286669
chr1-17053705-17054624,1.395509771,7.691292235,3.132363841,0.003158692,0.103850514,-1.938393276
chr5-38466265-38467160,1.920255829,6.282793922,3.129374198,0.003184789,0.104333227,-1.814977898
chr5-173972850-173973773,-2.328594122,6.596817648,-3.123918165,0.003232941,0.105532429,-1.803958105
