Row,FC_ad_adnc,log10 LFC,t_ad_adnc,p_ad_adnc,,,,,,,,,,,,,,,,
IL36A,0.689998533,-0.161151832,-0.585587573,0.565044102,,,,,,,,,,,,,,,,
IL36G,1.3497642,0.130257905,0.394457029,0.697636281,,,,,,,,,,,,,,,,
IL3RA,1.03185823,0.013620032,1.360114719,0.18971432,,,,,,,,,,,,,,,,
IL4,0.903267729,-0.044183506,-0.237203465,0.815037795,,,,,,,,,,,,,,,,
IL4R,0.558141449,-0.253255725,-0.432045366,0.670571849,,,,,,,,,,,,,,,,
IL5,0.928052956,-0.032427242,1.020980549,0.320088556,,,,,,,,,,,,,,,,
IL5RA,0.732877577,-0.134968566,-0.981822748,0.338524967,,,,,,,,,,,,,,,,
IL6,1.058909081,0.024858673,0.616091511,0.545145147,,,,,,,,,,,,,,,,
IL6R,0.917437319,-0.037423598,-0.209112858,0.836585806,,,,,,,,,,,,,,,,
IL6ST,0.840349283,-0.075540166,0.323328311,0.749978193,,,,,,,,,,,,,,,,
IL7,1.063088648,0.026569481,0.499596122,0.623095586,,,,,,,,,,,,,,,,
IL7R,0.457696788,-0.339422135,-1.141122048,0.267998439,,,,,,,,,,,,,,,,
IL9,0.985890297,-0.006171408,0.283826807,0.779612925,,,,,,,,,,,,,,,,
ILKAP,0.420476957,-0.3762578,-0.942741168,0.357647205,,,,,,,,,,,,,,,,
IMMT,0.589799898,-0.229295307,-0.605112095,0.552264009,,,,,,,,,,,,,,,,
IMPA1,0.883131919,-0.053974418,-0.941858588,0.358087377,,,,,,,,,,,,,,,,
IMPACT,0.628014996,-0.202029986,-1.158793446,0.26089797,,,,,,,,,,,,,,,,
IMPG1,0.628585744,-0.201635473,-1.363172712,0.188765263,,,,,,,,,,,,,,,,
ING1,0.225049914,-0.647721148,-1.297946166,0.209842193,,,,,,,,,,,,,,,,
INHBB,0.670512873,-0.17359288,-0.224614426,0.824677143,,,,,,,,,,,,,,,,
INHBC,1.671419399,0.223085438,-0.910394535,0.374019965,,,,,,,,,,,,,,,,
INPP1,0.652199561,-0.185619498,-1.057036278,0.303750304,,,,,,,,,,,,,,,,
INPP5D,0.43071056,-0.36581448,-0.66065908,0.516761891,,,,,,,,,,,,,,,,
INPP5J,0.594727574,-0.225681925,-0.952098775,0.353002895,,,,,,,,,,,,,,,,
INPPL1,0.349405567,-0.45667018,-0.685315698,0.50142116,,,,,,,,,,,,,,,,
INSL3,0.632876833,-0.198680801,-0.983347453,0.337793569,,,,,,,,,,,,,,,,
INSL4,5.294297729,0.723808361,-0.122980624,0.903414011,,,,,,,,,,,,,,,,
INSL5,1.306348706,0.116059119,0.574813074,0.572161998,,,,,,,,,,,,,,,,
INSR,0.884161972,-0.053468168,-1.341833733,0.195467285,,,,,,,,,,,,,,,,
IPCEF1,0.400199509,-0.397723448,-1.413995553,0.17354026,,,,,,,,,,,,,,,,
IQGAP2,0.699767253,-0.155046385,-0.161385514,0.873493503,,,,,,,,,,,,,,,,
IRAG2,0.456052246,-0.340985402,-0.686635898,0.50060717,,,,,,,,,,,,,,,,
IRAK1,0.454332254,-0.342626431,0.260021722,0.797643909,,,,,,,,,,,,,,,,
IRAK4,0.362487308,-0.440707196,-1.559087081,0.135477264,,,,,,,,,,,,,,,,
ISLR2,0.575365199,-0.24005641,-0.343449439,0.735031602,,,,,,,,,,,,,,,,
ISM1,0.459941638,-0.337297273,0.187970339,0.852892881,,,,,,,,,,,,,,,,
ISM2,0.556656228,-0.254412927,-1.78384179,0.090430222,,,,,,,,,,,,,,,,
IST1,0.440053179,-0.356494837,-0.750897137,0.461914013,,,,,,,,,,,,,,,,
ITGA11,0.816064879,-0.088275312,-0.352048897,0.728676184,,,,,,,,,,,,,,,,
ITGA2,0.886175107,-0.052480454,-0.604387753,0.552735388,,,,,,,,,,,,,,,,
ITGA5,0.426769398,-0.36980673,-0.106583786,0.916236517,,,,,,,,,,,,,,,,
ITGA6,0.993092316,-0.003010379,-0.40712748,0.688464471,,,,,,,,,,,,,,,,
ITGAL,0.992216301,-0.003393642,0.010142387,0.992013424,,,,,,,,,,,,,,,,
ITGAM,0.603359469,-0.219423867,-0.267597365,0.791892583,,,,,,,,,,,,,,,,
ITGAV,0.711171013,-0.148025954,-0.265572353,0.793428762,,,,,,,,,,,,,,,,
ITGAX,1.648102814,0.216984301,1.565505761,0.133967854,,,,,,,,,,,,,,,,
ITGB1,0.600048866,-0.22181338,-0.544299282,0.592566625,,,,,,,,,,,,,,,,
ITGB1BP1,0.837476969,-0.077027128,0.016715155,0.986838135,,,,,,,,,,,,,,,,
ITGB1BP2,0.625632347,-0.203680805,-0.298916418,0.768248691,,,,,,,,,,,,,,,,
ITGB2,0.670543088,-0.17357331,0.15444972,0.878883979,,,,,,,,,,,,,,,,
ITGB5,0.661095428,-0.179735846,0.146619512,0.884976876,,,,,,,,,,,,,,,,
ITGB6,0.640636542,-0.193388293,-0.66656443,0.513063933,,,,,,,,,,,,,,,,
ITGB7,0.583671483,-0.233831525,-0.702824125,0.490687867,,,,,,,,,,,,,,,,
ITGBL1,1.172094414,0.068962596,1.339155317,0.196321666,,,,,,,,,,,,,,,,
ITIH1,1.032146768,0.013741457,0.294465985,0.771594923,,,,,,,,,,,,,,,,
ITIH3,1.54597615,0.18920279,-0.265092726,0.793792735,,,,,,,,,,,,,,,,
ITIH4,0.731829174,-0.135590282,-0.493119434,0.6275792,,,,,,,,,,,,,,,,
ITIH5,1.28618263,0.10930264,-0.327127801,0.747147823,,,,,,,,,,,,,,,,
ITM2A,0.73234604,-0.135283662,-0.011238679,0.99115019,,,,,,,,,,,,,,,,
ITPA,0.671401729,-0.173017545,-0.787249811,0.440846109,,,,,,,,,,,,,,,,
ITPR1,0.279806392,-0.553142369,-0.704819279,0.489473285,,,,,,,,,,,,,,,,
ITPRIP,0.977012329,-0.010099956,-0.511811421,0.614680374,,,,,,,,,,,,,,,,
IVD,0.418109216,-0.37871026,-1.024762085,0.318346358,,,,,,,,,,,,,,,,
IZUMO1,0.824153163,-0.08399207,0.259817696,0.797798969,,,,,,,,,,,,,,,,
JAM2,1.310003218,0.117272362,1.086702024,0.290763286,,,,,,,,,,,,,,,,
JAM3,0.934356149,-0.029487552,-0.503047319,0.620712565,,,,,,,,,,,,,,,,
JCHAIN,0.629841741,-0.200768561,0.551717496,0.58757296,,,,,,,,,,,,,,,,
JMJD1C,1.147915462,0.059909906,1.002915907,0.32850401,,,,,,,,,,,,,,,,
JPT2,0.626979347,-0.202746765,-0.928976408,0.36455405,,,,,,,,,,,,,,,,
JUN,0.217044972,-0.663450271,-0.788265729,0.440266001,,,,,,,,,,,,,,,,
KAZALD1,0.749882858,-0.125006574,0.312496473,0.758067064,,,,,,,,,,,,,,,,
KAZN,0.378497405,-0.421937094,-1.199105915,0.245228209,,,,,,,,,,,,,,,,
KCNC4,0.5911149,-0.228328093,-1.201340425,0.244380934,,,,,,,,,,,,,,,,
KCNIP4,0.37573341,-0.425120186,-1.249716477,0.226578695,,,,,,,,,,,,,,,,
KCTD5,0.478767744,-0.319875117,-0.972072964,0.343227878,,,,,,,,,,,,,,,,
KDM3A,0.685486249,-0.164001253,-1.792418852,0.089004344,,,,,,,,,,,,,,,,
KDR,0.574236635,-0.240909104,0.023448987,0.981536651,,,,,,,,,,,,,,,,
KEL,0.439089457,-0.35744699,-0.641080426,0.529128172,,,,,,,,,,,,,,,,
KHDC3L,1.421972206,0.152891108,-0.275226158,0.786113249,,,,,,,,,,,,,,,,
KHK,1.041604308,0.017702767,-0.748087648,0.463567181,,,,,,,,,,,,,,,,
KIAA0319,0.895737642,-0.047819175,0.232749383,0.818444887,,,,,,,,,,,,,,,,
KIAA1549,0.966677549,-0.014718368,-1.112443066,0.279825408,,,,,,,,,,,,,,,,
KIAA1549L,0.66016905,-0.18034484,-1.545787835,0.138649872,,,,,,,,,,,,,,,,
KIAA2013,0.404132064,-0.393476691,-2.605629321,0.017375188,,,,,,,,,,,,,,,,
KIF1C,0.581581433,-0.235389467,-0.878109457,0.390853714,,,,,,,,,,,,,,,,
KIF20B,0.662032079,-0.179120966,-0.411843598,0.685063104,,,,,,,,,,,,,,,,
KIF22,20.61952126,1.314278578,0.298483483,0.768574006,,,,,,,,,,,,,,,,
KIFBP,0.660395429,-0.180195941,-0.819421887,0.422705965,,,,,,,,,,,,,,,,
KIR2DL2,1.64968175,0.21740017,0.132413108,0.896049786,,,,,,,,,,,,,,,,
KIR2DL3,0.812773073,-0.090030693,-1.132484551,0.271520812,,,,,,,,,,,,,,,,
KIR2DS4,5.014067498,0.700190176,0.459529402,0.651068481,,,,,,,,,,,,,,,,
KIR3DL1,1.025984246,0.011140692,-0.468108939,0.645031855,,,,,,,,,,,,,,,,
KIR3DL2,1.150351265,0.060830475,-0.585532504,0.565080365,,,,,,,,,,,,,,,,
KIRREL1,0.813900422,-0.089428726,-0.701172183,0.491694837,,,,,,,,,,,,,,,,
KIRREL2,0.649620034,-0.18734059,-1.264392442,0.221380164,,,,,,,,,,,,,,,,
KIT,0.582271942,-0.234874137,-0.316509347,0.755066982,,,,,,,,,,,,,,,,
KITLG,0.902314023,-0.044642293,-0.183334011,0.856478226,,,,,,,,,,,,,,,,
KLB,1.863890645,0.270420429,0.154058296,0.879188375,,,,,,,,,,,,,,,,
KLF4,0.224027976,-0.649697744,-0.113838412,0.910560198,,,,,,,,,,,,,,,,
KLHL41,0.501018848,-0.300145936,-0.916388993,0.370948477,,,,,,,,,,,,,,,,
KLK1,1.144809889,0.058733372,-0.97218597,0.343173111,,,,,,,,,,,,,,,,
KLK10,0.537503449,-0.269618745,-0.321314759,0.751479635,,,,,,,,,,,,,,,,
KLK11,0.945127479,-0.02450961,-0.639640869,0.530043811,,,,,,,,,,,,,,,,
KLK12,2.528081672,0.4027911,-0.019278172,0.984820208,,,,,,,,,,,,,,,,
KLK13,1.013157498,0.005676963,-0.120189387,0.905594968,,,,,,,,,,,,,,,,
KLK14,2.381820369,0.376909005,-0.002846689,0.99775835,,,,,,,,,,,,,,,,
KLK15,0.67621481,-0.169915322,-0.146193889,0.885308279,,,,,,,,,,,,,,,,
KLK3,0.137289037,-0.86236414,-0.062698423,0.950661551,,,,,,,,,,,,,,,,
KLK4,1.301081335,0.114304446,0.650067287,0.523431744,,,,,,,,,,,,,,,,
KLK6,1.092529929,0.038433343,1.29441675,0.211033281,,,,,,,,,,,,,,,,
KLK7,0.876457579,-0.057269099,-0.336434238,0.740230763,,,,,,,,,,,,,,,,
KLK8,0.626705758,-0.202936315,0.074459892,0.94142282,,,,,,,,,,,,,,,,
KLKB1,1.253517581,0.09813043,-0.009052094,0.992871944,,,,,,,,,,,,,,,,
KLRB1,0.777936519,-0.109055841,-0.127641731,0.899773778,,,,,,,,,,,,,,,,
KLRC1,1.019879606,0.008548908,0.02983201,0.976512164,,,,,,,,,,,,,,,,
KLRD1,0.561612408,-0.250563305,-0.478847356,0.637511742,,,,,,,,,,,,,,,,
KLRF1,6.089649838,0.784592321,-0.247988845,0.80680343,,,,,,,,,,,,,,,,
KLRK1,0.753111071,-0.123140968,-0.734385643,0.471680634,,,,,,,,,,,,,,,,
KRT14,1.336060673,0.125826181,0.450450312,0.657483626,,,,,,,,,,,,,,,,
KRT17,0.640574763,-0.193430175,-0.827150801,0.418419325,,,,,,,,,,,,,,,,
KRT18,0.169533795,-0.770743716,-1.152832613,0.263277202,,,,,,,,,,,,,,,,
KRT19,0.719356373,-0.143055905,-0.316329306,0.755201498,,,,,,,,,,,,,,,,
KRT5,0.935672615,-0.028876081,-0.813986638,0.425737071,,,,,,,,,,,,,,,,
KRT6C,1.200539436,0.079376431,1.358859845,0.19010487,,,,,,,,,,,,,,,,
KRT8,0.66639367,-0.176269137,-0.96612785,0.346117606,,,,,,,,,,,,,,,,
KYAT1,0.737916519,-0.131992768,-1.35783398,0.190424622,,,,,,,,,,,,,,,,
KYNU,0.87509642,-0.057944093,-0.368380535,0.716661959,,,,,,,,,,,,,,,,
L1CAM,1.025156123,0.01079001,0.827025042,0.418488851,,,,,,,,,,,,,,,,
L3HYPDH,0.506609072,-0.295327037,-1.000799083,0.329500199,,,,,,,,,,,,,,,,
LACRT,1.325645639,0.122427447,1.704716534,0.104545138,,,,,,,,,,,,,,,,
LACTB2,0.696447531,-0.157111597,-1.445103347,0.164720644,,,,,,,,,,,,,,,,
LAG3,0.686809638,-0.163163619,-1.209373138,0.241353453,,,,,,,,,,,,,,,,
LAIR1,1.052344395,0.022157892,0.095054958,0.925266526,,,,,,,,,,,,,,,,
LAIR2,0.827517082,-0.082223032,-0.048306978,0.961975773,,,,,,,,,,,,,,,,
LAMA1,0.925890017,-0.033440598,-0.609351071,0.549509694,,,,,,,,,,,,,,,,
LAMA4,0.688311835,-0.162214763,0.324474877,0.749123691,,,,,,,,,,,,,,,,
LAMB1,0.732719523,-0.135062237,-0.663875341,0.514746004,,,,,,,,,,,,,,,,
LAMP1,1.074761899,0.031312262,0.343333186,0.735117655,,,,,,,,,,,,,,,,
LAMP2,0.976661557,-0.010255906,-0.260898944,0.796977318,,,,,,,,,,,,,,,,
LAMP3,0.579359256,-0.237052051,-0.702213962,0.491059663,,,,,,,,,,,,,,,,
LAMTOR5,0.324983434,-0.488138777,-0.489508497,0.630085424,,,,,,,,,,,,,,,,
LAP3,0.677302636,-0.169217234,-2.412156547,0.026135243,,,,,,,,,,,,,,,,
LARP1,0.453319354,-0.343595739,-1.228006915,0.234440468,,,,,,,,,,,,,,,,
LAT,1.205890002,0.081307695,-1.058221256,0.303223679,,,,,,,,,,,,,,,,
LAT2,0.24432386,-0.612034119,-0.423158032,0.676931084,,,,,,,,,,,,,,,,
LATS1,0.339234912,-0.469499459,-0.603086679,0.553582623,,,,,,,,,,,,,,,,
LAYN,0.997730096,-0.000986927,-0.385399686,0.704222141,,,,,,,,,,,,,,,,
LBP,0.829458958,-0.081205098,-0.23507196,0.816667795,,,,,,,,,,,,,,,,
LBR,0.559420755,-0.252261425,-0.399876207,0.693707533,,,,,,,,,,,,,,,,
LCAT,0.823627173,-0.084269334,0.288087676,0.776398707,,,,,,,,,,,,,,,,
LCN15,2.339498361,0.369122745,0.75020159,0.462322957,,,,,,,,,,,,,,,,
LCN2,0.64225578,-0.192291978,-0.138802702,0.891066688,,,,,,,,,,,,,,,,
LCP1,0.798016193,-0.097988296,-0.061930318,0.951265168,,,,,,,,,,,,,,,,
LDLR,1.449272998,0.161150201,0.340267396,0.737388295,,,,,,,,,,,,,,,,
LDLRAP1,0.650906729,-0.186481238,-1.10374233,0.28348826,,,,,,,,,,,,,,,,
LECT2,0.731076135,-0.136037393,-0.761641911,0.455624438,,,,,,,,,,,,,,,,
LEFTY2,1.10159459,0.042021794,-0.207271104,0.838003439,,,,,,,,,,,,,,,,
LEG1,0.742006006,-0.12959258,-1.024075368,0.318662237,,,,,,,,,,,,,,,,
LELP1,0.226851885,-0.644257608,-2.57350119,0.018606588,,,,,,,,,,,,,,,,
LEO1,0.646373384,-0.189516535,-0.689644936,0.498754733,,,,,,,,,,,,,,,,
LEP,3.725290627,0.57116016,-0.398373133,0.694796333,,,,,,,,,,,,,,,,
LEPR,0.475457785,-0.322888037,-0.493388366,0.627392729,,,,,,,,,,,,,,,,
LETM1,0.583974378,-0.233606207,-1.087671646,0.290345716,,,,,,,,,,,,,,,,
LGALS1,1.064079084,0.026973907,0.434767674,0.668628995,,,,,,,,,,,,,,,,
LGALS3,0.665325175,-0.176966043,-0.668640834,0.511767226,,,,,,,,,,,,,,,,
LGALS3BP,1.010906514,0.004710995,0.604333297,0.552770835,,,,,,,,,,,,,,,,
LGALS4,1.120025066,0.049227742,0.045036494,0.964548195,,,,,,,,,,,,,,,,
LGALS7_LGALS7B,1.692881184,0.228626478,0.923716601,0.36721694,,,,,,,,,,,,,,,,
LGALS8,0.527778319,-0.277548455,-0.907349314,0.375586794,,,,,,,,,,,,,,,,
LGALS9,0.974527589,-0.011205862,0.101146253,0.920494113,,,,,,,,,,,,,,,,
LGMN,1.070191223,0.029461385,0.294875447,0.77128686,,,,,,,,,,,,,,,,
LHB,0.356262394,-0.448230018,-2.099827354,0.049331263,,,,,,,,,,,,,,,,
LHPP,1.08988448,0.037380468,1.218400615,0.23798519,,,,,,,,,,,,,,,,
LIF,1.696489348,0.229551137,-0.018419314,0.985496398,,,,,,,,,,,,,,,,
LIFR,0.667810176,-0.175346968,-0.477089423,0.638740095,,,,,,,,,,,,,,,,
LILRA2,0.785356271,-0.104933284,-0.230257988,0.820352269,,,,,,,,,,,,,,,,
LILRA3,0.692510019,-0.159573939,-0.275691151,0.785761393,,,,,,,,,,,,,,,,
LILRA4,1.171073913,0.068584307,0.31849358,0.75358501,,,,,,,,,,,,,,,,
LILRA5,0.684191255,-0.164822481,-0.207041211,0.838180432,,,,,,,,,,,,,,,,
LILRA6,0.711230885,-0.147989393,-0.062171162,0.951075897,,,,,,,,,,,,,,,,
LILRB1,0.64836436,-0.188180866,-0.549849881,0.588828186,,,,,,,,,,,,,,,,
LILRB2,0.606011685,-0.217519002,-0.560736755,0.581530011,,,,,,,,,,,,,,,,
LILRB4,0.932727321,-0.030245302,0.264295151,0.794398096,,,,,,,,,,,,,,,,
LILRB5,1.484540762,0.171592127,-0.861492236,0.399709152,,,,,,,,,,,,,,,,
LIPF,1.567332503,0.19516114,0.483995624,0.633920595,,,,,,,,,,,,,,,,
LMNB1,0.664727921,-0.177356079,0.116503113,0.908476446,,,,,,,,,,,,,,,,
LMNB2,1.161350435,0.064963287,-0.284982528,0.778740692,,,,,,,,,,,,,,,,
LMOD1,0.438394584,-0.358134819,-0.543853936,0.592867084,,,,,,,,,,,,,,,,
LMOD2,0.645438367,-0.190145222,-0.174330806,0.863449626,,,,,,,,,,,,,,,,
LONP1,0.316350624,-0.499831305,-1.368232755,0.187203177,,,,,,,,,,,,,,,,
LPA,0.429637504,-0.366897815,-0.231796859,0.819173992,,,,,,,,,,,,,,,,
LPCAT2,0.713231571,-0.146769441,-0.536674637,0.597721074,,,,,,,,,,,,,,,,
LPL,0.847590904,-0.071813713,0.029827332,0.976515846,,,,,,,,,,,,,,,,
LPO,1.293166451,0.111654429,-0.340827716,0.736973115,,,,,,,,,,,,,,,,
LPP,0.529118388,-0.276447145,-1.3244982,0.201049524,,,,,,,,,,,,,,,,
LRCH4,0.62097992,-0.206922443,-0.003221556,0.997463159,,,,,,,,,,,,,,,,
LRFN2,0.582650891,-0.234591585,-0.321110829,0.751631757,,,,,,,,,,,,,,,,
LRG1,0.998853425,-0.000498237,-0.537907253,0.596886305,,,,,,,,,,,,,,,,
LRIG1,0.813130453,-0.089839774,-0.55481578,0.585493555,,,,,,,,,,,,,,,,
LRIG3,0.962771513,-0.016476768,-0.01315548,0.989640905,,,,,,,,,,,,,,,,
LRP1,0.434488891,-0.362021323,-0.520856973,0.608483862,,,,,,,,,,,,,,,,
LRP11,0.64603062,-0.189746897,-0.232620386,0.818543617,,,,,,,,,,,,,,,,
LRP2,0.767057789,-0.115171916,-0.900707976,0.379019068,,,,,,,,,,,,,,,,
LRP2BP,1.284063132,0.108586377,0.33247245,0.74317265,,,,,,,,,,,,,,,,
LRPAP1,0.507963623,-0.294167388,-0.890681111,0.384240382,,,,,,,,,,,,,,,,
LRRC25,0.360686383,-0.442870253,-1.266227344,0.220736747,,,,,,,,,,,,,,,,
LRRC37A2,0.617079177,-0.209659109,0.516470065,0.611485292,,,,,,,,,,,,,,,,
LRRC38,0.242454332,-0.615370052,0.284375086,0.779199096,,,,,,,,,,,,,,,,
LRRC59,0.478913169,-0.319743221,-1.299050501,0.20947059,,,,,,,,,,,,,,,,
LRRFIP1,0.434274727,-0.362235444,-0.912370272,0.373005748,,,,,,,,,,,,,,,,
LRRN1,0.648569434,-0.188043523,-0.018994552,0.985043504,,,,,,,,,,,,,,,,
LRTM1,0.623776573,-0.20497094,-0.675069409,0.507764347,,,,,,,,,,,,,,,,
LRTM2,0.673359744,-0.171752851,-0.720498669,0.479989316,,,,,,,,,,,,,,,,
LSM1,0.396373362,-0.401895539,-1.044620241,0.309307699,,,,,,,,,,,,,,,,
LSM8,1.155435642,0.06274576,0.872774792,0.393682472,,,,,,,,,,,,,,,,
LSP1,0.617982021,-0.20902416,-0.03341494,0.973692238,,,,,,,,,,,,,,,,
LTA4H,0.405832787,-0.39165287,-0.968160498,0.345127722,,,,,,,,,,,,,,,,
LTB,0.772428136,-0.112141915,-0.197108347,0.845835998,,,,,,,,,,,,,,,,
LTBP2,0.491489232,-0.308485993,0.390079706,0.700816128,,,,,,,,,,,,,,,,
LTBP3,0.827125928,-0.082428365,0.321887617,0.75105237,,,,,,,,,,,,,,,,
LTBR,0.616927412,-0.209765932,-0.144384383,0.886717457,,,,,,,,,,,,,,,,
LTO1,0.736776874,-0.132664015,-0.520446673,0.60876428,,,,,,,,,,,,,,,,
LUZP2,0.982039038,-0.007871248,0.361057242,0.72204013,,,,,,,,,,,,,,,,
LXN,0.556652565,-0.254415785,-1.937817653,0.067652418,,,,,,,,,,,,,,,,
LY6D,1.034238531,0.014620713,0.370520378,0.715093322,,,,,,,,,,,,,,,,
LY75,0.639631244,-0.19407033,-0.366127044,0.718315305,,,,,,,,,,,,,,,,
LY9,0.78133278,-0.107163955,-0.891589456,0.383765427,,,,,,,,,,,,,,,,
LY96,0.816065568,-0.088274946,-0.202542151,0.841645995,,,,,,,,,,,,,,,,
LYAR,0.29816512,-0.525543163,-1.021705919,0.319753848,,,,,,,,,,,,,,,,
LYN,0.567900995,-0.245727371,-0.80957687,0.428206337,,,,,,,,,,,,,,,,
LYPD1,1.712705411,0.23368267,2.905706126,0.009064297,,,,,,,,,,,,,,,,
LYPD3,2.84516595,0.454107602,-0.080391989,0.936766253,,,,,,,,,,,,,,,,
LYPD8,0.677173344,-0.169300146,0.043160624,0.966023855,,,,,,,,,,,,,,,,
LYPLA2,0.87920265,-0.055911011,-0.459281461,0.651243305,,,,,,,,,,,,,,,,
LYSMD3,0.4219193,-0.374770608,-1.723519668,0.101029567,,,,,,,,,,,,,,,,
LYVE1,0.702166751,-0.153559739,-0.064572543,0.949188899,,,,,,,,,,,,,,,,
LYZL2,1.08622302,0.035919002,0.350774963,0.729616425,,,,,,,,,,,,,,,,
LZTFL1,0.87206689,-0.059450202,-0.752179988,0.461160338,,,,,,,,,,,,,,,,
M6PR,0.864688188,-0.063140474,-0.028716959,0.977389826,,,,,,,,,,,,,,,,
MAD1L1,0.54782483,-0.261358287,-0.89426347,0.382369494,,,,,,,,,,,,,,,,
MAEA,0.529423612,-0.276196694,-1.233401749,0.232467568,,,,,,,,,,,,,,,,
MAG,0.955006748,-0.01999356,-0.312591231,0.757996176,,,,,,,,,,,,,,,,
MAGED1,0.33335975,-0.477086838,-1.486313129,0.153602156,,,,,,,,,,,,,,,,
MAMDC2,0.854703923,-0.068184303,0.865643954,0.397484532,,,,,,,,,,,,,,,,
MAMDC4,1.167939535,0.06742036,-0.760448618,0.456320366,,,,,,,,,,,,,,,,
MAN1A2,0.614490862,-0.211484571,-0.429667477,0.67227085,,,,,,,,,,,,,,,,
MAN2B2,0.974532223,-0.011203796,-0.57916871,0.569279019,,,,,,,,,,,,,,,,
MANEAL,0.623017224,-0.205499947,-0.439486956,0.665266623,,,,,,,,,,,,,,,,
MANF,0.492709386,-0.307409164,-0.756369588,0.458704126,,,,,,,,,,,,,,,,
MANSC1,0.779432772,-0.108221338,0.207202475,0.838056275,,,,,,,,,,,,,,,,
MANSC4,1.112035057,0.046118479,-0.657130246,0.518978768,,,,,,,,,,,,,,,,
MAP1LC3A,0.593004721,-0.226941849,-1.517542616,0.145593137,,,,,,,,,,,,,,,,
MAP1LC3B2,0.819678763,-0.086356317,-1.017137616,0.321865931,,,,,,,,,,,,,,,,
MAP2,0.544299693,-0.26416191,-1.243936249,0.228651815,,,,,,,,,,,,,,,,
MAP2K1,0.377751618,-0.422793666,-1.078165318,0.294458487,,,,,,,,,,,,,,,,
MAP2K6,0.828241247,-0.081843145,-0.138696345,0.891149596,,,,,,,,,,,,,,,,
MAP3K5,1.420887243,0.152559615,0.321711995,0.751183348,,,,,,,,,,,,,,,,
MAP4K5,0.390628731,-0.408235817,-0.996442301,0.331557173,,,,,,,,,,,,,,,,
MAPK13,0.467068044,-0.330619845,-1.226054783,0.235157515,,,,,,,,,,,,,,,,
MAPK9,0.359774533,-0.443969581,-0.979522219,0.339630605,,,,,,,,,,,,,,,,
MAPKAPK2,0.584598185,-0.233142537,-0.874311437,0.392866281,,,,,,,,,,,,,,,,
MAPRE3,0.305255833,-0.515336029,-1.931845194,0.06843105,,,,,,,,,,,,,,,,
MAPT,0.825699847,-0.083177796,-0.938564872,0.359733314,,,,,,,,,,,,,,,,
MARCO,1.170440862,0.068349475,0.806115413,0.43015089,,,,,,,,,,,,,,,,
MARS1,0.6636554,-0.178057368,-1.325893,0.200595782,,,,,,,,,,,,,,,,
MASP1,0.824462815,-0.083828927,-1.145115011,0.266381618,,,,,,,,,,,,,,,,
MATN2,1.422202432,0.152961417,1.006747422,0.326706249,,,,,,,,,,,,,,,,
MATN3,1.187810238,0.074747064,0.190390489,0.851022639,,,,,,,,,,,,,,,,
MAVS,0.353133105,-0.452061567,-0.847637537,0.407191329,,,,,,,,,,,,,,,,
MAX,0.30057818,-0.522042549,-1.531004081,0.142248919,,,,,,,,,,,,,,,,
MB,0.926303065,-0.033246899,0.283044473,0.780203529,,,,,,,,,,,,,,,,
MBL2,0.810407745,-0.091296417,-0.658764763,0.517951276,,,,,,,,,,,,,,,,
MCAM,0.379156789,-0.421181163,0.063089884,0.950353933,,,,,,,,,,,,,,,,
MCEE,0.524802321,-0.280004253,-1.032832848,0.314650536,,,,,,,,,,,,,,,,
MCEMP1,0.840257776,-0.07558746,-0.318117804,0.753865592,,,,,,,,,,,,,,,,
MCFD2,0.962654333,-0.01652963,-0.428860096,0.672848135,,,,,,,,,,,,,,,,
MCTS1,0.917021623,-0.037620424,-0.626228766,0.538616287,,,,,,,,,,,,,,,,
MDGA1,0.650053657,-0.187050794,0.631995948,0.534920945,,,,,,,,,,,,,,,,
MDH1,0.954912326,-0.020036501,-0.494314205,0.626750971,,,,,,,,,,,,,,,,
MDK,0.591824067,-0.227807378,-0.228797581,0.821470874,,,,,,,,,,,,,,,,
MDM1,0.333052388,-0.477487448,-0.799270844,0.434012256,,,,,,,,,,,,,,,,
MECR,0.447314065,-0.349387446,-1.425104794,0.170347753,,,,,,,,,,,,,,,,
MED18,0.418396993,-0.378411445,-1.356841204,0.190734468,,,,,,,,,,,,,,,,
MED21,1.069543306,0.029198374,-0.192016039,0.849766956,,,,,,,,,,,,,,,,
MEGF10,1.098512304,0.040804926,0.651362181,0.52261377,,,,,,,,,,,,,,,,
MEGF11,0.681980046,-0.166228332,-0.544468412,0.592452539,,,,,,,,,,,,,,,,
MEGF9,0.761144467,-0.118532905,-0.194177286,0.848098103,,,,,,,,,,,,,,,,
MELTF,0.773858404,-0.111338497,-1.680748809,0.109177962,,,,,,,,,,,,,,,,
MENT,1.066077622,0.027788827,-0.018042083,0.9857934,,,,,,,,,,,,,,,,
MEP1A,0.688847009,-0.161877223,-0.661694774,0.516112257,,,,,,,,,,,,,,,,
MEP1B,0.970615758,-0.012952662,-0.481720804,0.635506242,,,,,,,,,,,,,,,,
MEPE,0.743252248,-0.128863768,-0.249368787,0.805751525,,,,,,,,,,,,,,,,
MERTK,0.508247576,-0.293924684,-0.311044833,0.759153305,,,,,,,,,,,,,,,,
MESD,0.330106494,-0.481345932,-1.160882758,0.260067846,,,,,,,,,,,,,,,,
MET,0.621557671,-0.206518569,-0.739533272,0.468622653,,,,,,,,,,,,,,,,
