Aggregated,pathway,gs_number,gs_description,pval,padj,log2err,ES,NES,size,leadingEdge
NA,GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,GO:0010977,"Any process that decreases the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites). [GOC:dph, GOC:tb]",0.001088867,0.018039881,0.455059867,0.326891334,1.675308143,76,"c(""RHOA"", ""CIB1"", ""CDK5"", ""ITM2C"", ""RTN4"", ""GDI1"", ""DPYSL3"", ""CD38"", ""GFAP"", ""MAG"", ""PTPRS"", ""MBP"", ""RUFY3"", ""TNR"", ""CRMP1"", ""THY1"", ""STMN2"", ""DIP2B"", ""DNM3"", ""FKBP4"", ""MT3"", ""PAFAH1B1"", ""SEMA4D"", ""STX1B"")"
NA,GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_REGENERATION,GO:0070571,"Any process that stops, prevents, or reduces the frequency, rate or extent of neuron projection regeneration, the regrowth of neuronal processes such as axons or dendrites following their loss or damage. [GOC:mah]",0.348920863,0.640690896,0.139599673,0.371720898,1.072092576,10,"c(""PTPRS"", ""TNR"", ""THY1"")"
NA,GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY,GO:0032088,"Any process that stops, prevents, or reduces the frequency, rate or extent of the activity of the transcription factor NF-kappaB. [GOC:dph, GOC:rl, GOC:tb]",0.108323831,0.350475586,0.14122512,-0.380431187,-1.315300601,45,"c(""NWD1"", ""CHP1"", ""BMP7"", ""CARD8"", ""CAT"", ""COMMD6"", ""NFKBIA"", ""CYLD"", ""PARP10"", ""OTULIN"", ""IRAK1"", ""NFKBIB"", ""G3BP2"", ""PRMT2"", ""COMMD7"", ""RBCK1"", ""PSMD10"", ""TRIM21"", ""CDKN2A"")"
NA,GOBP_NEGATIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING,GO:1901223,"Any process that stops, prevents or reduces the frequency, rate or extent of NIK/NF-kappaB signaling. [GOC:TermGenie]",0.25851198,0.554558641,0.089986079,-0.401235108,-1.171974667,19,"c(""BMP7"", ""UACA"", ""CYLD"", ""CCN3"", ""MKRN2"", ""PPM1B"")"
NA,GOBP_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS,GO:1904406,"Any process that stops, prevents or reduces the frequency, rate or extent of nitric oxide metabolic process. [GO_REF:0000058, GOC:TermGenie, PMID:11991626]",0.056785928,0.238567555,0.321775918,0.545175434,1.572358558,10,"c(""SIRPA"", ""ATP2B4"", ""PTGIS"", ""ROCK2"", ""RGN"", ""CAV1"", ""TSPO"", ""KHSRP"")"
NA,GOBP_NEGATIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY,GO:0045746,"Any process that stops, prevents, or reduces the frequency, rate or extent of the Notch signaling pathway. [GOC:go_curators]",0.043363995,0.201627706,0.248911114,-0.561117482,-1.528896435,15,"c(""BMP7"", ""MMP14"", ""METTL3"", ""NFKBIA"", ""LFNG"", ""NIBAN2"", ""AKT1"")"
NA,GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION,GO:0051784,"Any process that stops, prevents, or reduces the frequency, rate or extent of nuclear division, the partitioning of the nucleus and its genetic information. [GOC:ai]",0.478206725,0.747581889,0.057852976,-0.327890269,-1.002068514,24,"c(""BMP7"", ""TOM1L1"", ""BUB1B"", ""ATM"", ""BUB3"")"
NA,GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:0045934,"Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids. [GOC:go_curators]",0.028687383,0.156038402,0.352487858,-0.282645573,-1.210862876,552,"c(""CNOT2"", ""NR3C1"", ""HEXIM1"", ""ADIPOQ"", ""DNMT1"", ""NCOR1"", ""ZNF268"", ""PRMT6"", ""ERCC4"", ""ZHX1"", ""BMP7"", ""PEX2"", ""NRDE2"", ""MTERF3"", ""ATRX"", ""SMCHD1"", ""PSPC1"", ""ZNF175"", ""CPEB3"", ""TRIM27"", ""TP53BP1"", ""PPARA"", ""NBN"", ""NELFCD"", ""BMI1"", ""NOC2L"", ""MTA3"", ""TFIP11"", ""PA2G4"", ""LIN37"", ""CNOT7"", ""SNW1"", ""NFATC2"", ""FGFR2"", ""TLE4"", ""METTL13"", ""RFC1"", ""DAB2"", ""RB1"", ""LDB1"", ""LBH"", ""ORC2"", ""HNRNPA1"", ""CD36"", ""RFX3"", ""NELFE"", ""PARP14"", ""BPTF"", ""ABCE1"", ""ZNF587B"", ""ATM"", ""TERF2IP"", ""SLC4A1"", ""RREB1"", ""SFRP2"", ""LARP7"", 
""NELFA"", ""LOXL3"", ""DMAP1"", ""SUDS3"", ""PTPRK"", ""SIN3A"", ""DNAJC2"", ""PARN"", ""TENT5C"", ""STRN3"", ""FBH1"", ""CNOT1"", ""RNF20"", ""ZNF451"", ""PAF1"", ""DHX36"", ""PCBP4"", ""PARP10"", ""RCOR3"", ""SMARCA4"", ""ELANE"", ""NIBAN2"", ""PCNA"", ""CREBBP"", ""NAT10"", ""NOTCH1"", ""PTBP3"", ""TRPV4"", ""CREG1"", ""KDM2B"", ""TAF3"", ""WNT5A"", ""HDAC8"", ""PHAX"", ""HDAC3"", ""PDCD4"", ""SRC"", ""UBR5"", ""THOC1"", ""CNBP"", ""HSBP1"", ""CDK9"", ""WWC3"", ""NFIB"", ""SMAD2"", ""SMG6"", ""PRKN"", ""MBD3"", ""HCFC2"", ""GATAD2B"", ""ELAVL1"", ""SUPT5H"", ""PEX14"", ""SMYD2"", ""SCGB1A1"", ""KDM1A"", 
""RPS3"", ""SET"", ""RBM15"", ""IRF8"", ""RIOX2"", ""PHC2"", ""RTEL1"", ""RUVBL2"", ""PEG3"", ""TRIM22"", ""SUPT4H1"", ""AEBP1"", ""MLH1"", ""NUDT16L1"", ""SRSF6"", ""SMAD3"", ""DHRS7B"", ""DDX5"", ""NR1H2"", ""GABPA"", ""SAMD1"", ""DR1"", ""XRCC1"", ""PTBP1"", ""CBX7"", ""SUB1"", ""IRF2BP1"", ""IMPACT"", ""RCOR1"", ""PRMT2"", ""TRIM33"", ""HDAC5"", ""FBP1"", ""PURB"", ""SRSF9"", ""COMMD7"", ""PURA"", ""ZMPSTE24"", ""NR2F1"", ""HDAC2"", ""NFKB1"", ""RPS14"", ""MSH2"", ""MBD2"", ""RAD50"", ""HNRNPL"", ""PPID"", ""RNF40"", ""ZGPAT"", ""MTA1"", ""KDM5C"", ""FOXO1"", ""RRP8"", ""HSF1"", ""PRDM16"", ""PSMD10"", 
""LARP4B"", ""DRAP1"", ""SCAF4"", ""MAGED2"", ""SCAF8"", ""SPEN"", ""PARP9"", ""DCP2"", ""CALR"", ""MMP12"", ""CUX1"", ""DDX54"", ""SHC1"", ""PAWR"", ""DPF2"", ""RNF2"", ""XRN1"", ""U2AF2"", ""CDKN2A"", ""STAT3"", ""LRRFIP1"", ""YAP1"", ""PPM1F"", ""BACH1"", ""WWTR1"", ""PABPC1"", ""CTBP2"", ""TARDBP"", ""NCOR2"", ""CDK2"", ""SMAD5"", ""SMARCE1"", ""TXNIP"", ""ZNF750"", ""PID1"", ""NACC2"", ""PPHLN1"", ""NELFB"", ""AJUBA"", ""WDTC1"", ""APEX1"", ""NSUN2"", ""TRIP12"", ""ZNF706"", ""NONO"", ""HNRNPD"", ""HDAC6"", ""IFI16"", ""HMG20A"", ""SFPQ"", ""EIF4A2"", ""NIPBL"", ""YBX3"")"
NA,GOBP_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,GO:0046823,"Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of substances between the cytoplasm and the nucleus. [GOC:bf]",0.425925926,0.706467662,0.143758989,0.284740057,0.9749777,17,"c(""RAB23"", ""CDK5"", ""PKIA"", ""UFM1"", ""NF1"", ""PARK7"", ""RANGAP1"", ""SUMO1"")"
NA,GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,GO:0045980,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleotides. [GOC:go_curators]",0.332,0.626036149,0.079343496,-0.41568419,-1.110247524,14,"c(""NCOR1"", ""PPARA"", ""SLC4A1"", ""FBP1"", ""STAT3"", ""PID1"", ""CDA"")"
NA,GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY,GO:1902116,"Any process that stops, prevents or reduces the frequency, rate or extent of organelle assembly. [GOC:pr, GOC:TermGenie]",0.417892157,0.699268316,0.063500797,-0.338555078,-1.049413943,26,"c(""FEZ2"", ""EVI5L"", ""CHMP4A"", ""MDM1"", ""LIMK2"", ""CEP97"", ""TCHP"", ""SCFD1"", ""BECN1"", ""LRRK2"", ""YAP1"", ""CCP110"", ""CDK5RAP2"", ""NBDY"")"
NA,GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION,GO:0010639,"Any process that decreases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle. [GOC:dph, GOC:tb]",0.012482472,0.088757659,0.380730401,0.209291167,1.291974144,222,"c(""SCIN"", ""ARHGEF2"", ""CLASP1"", ""DNM2"", ""BCL2L2"", ""WASF2"", ""CIB1"", ""NOL3"", ""MTM1"", ""CAMSAP3"", ""MYADM"", ""TBC1D7"", ""ARRB2"", ""CAPG"", ""MAP4"", ""CYRIB"", ""PAK2"", ""MAPRE1"", ""CAMSAP2"", ""TERF2"", ""TMOD2"", ""STMN1"", ""MAP1B"", ""MAPT"", ""TUBB4A"", ""MAP6D1"", ""CORO2B"", ""GMFB"", ""TMSB4X"", ""LCMT1"", ""TOM1L2"", ""GSN"", ""CTNNA2"", ""PFN2"", ""STMN2"", ""HIP1R"", ""RDX"", ""GDI2"", ""FKBP4"", ""EXOSC10"", ""SPTAN1"", ""TAOK1"", ""SPTBN4"", ""SPTBN1"", ""PARP1"", ""TBCD"", ""LIF"", ""CAPZB"", ""PRRT2"", ""CENPF"", ""ADD2"", ""TMSB10"", ""H3-3A"", ""ADD1"", ""DMTN"", ""PPFIA1"", 
""DYNC1LI1"", ""CLIP3"", ""BUB1"", ""CLASP2"", ""ADD3"", ""USP30"")"
NA,GOBP_NEGATIVE_REGULATION_OF_ORGAN_GROWTH,GO:0046621,"Any process that stops, prevents, or reduces the frequency, rate or extent of growth of an organ of an organism. [GOC:bf, GOC:tb]",0.136150235,0.396385861,0.266350657,0.359225169,1.265150954,18,"c(""SAV1"", ""WWC2"", ""GSK3A"", ""PI16"")"
NA,GOBP_NEGATIVE_REGULATION_OF_OSSIFICATION,GO:0030279,"Any process that stops, prevents, or reduces the frequency, rate or extent of ossification, the formation of bone or of a bony substance or the conversion of fibrous tissue or of cartilage into bone or a bony substance. [GOC:go_curators]",0.293333333,0.587126077,0.086034724,-0.425035492,-1.135223841,14,"c(""ECM1"", ""AHSG"", ""NOTCH1"", ""SRGN"", ""RFLNB"", ""LTBP3"", ""CHSY1"", ""RBPJ"", ""SOX9"", ""MDK"", ""ENPP1"")"
NA,GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,GO:0045668,"Any process that stops, prevents, or reduces the frequency, rate or extent of osteoblast differentiation. [GOC:go_curators]",1,1,0.081080206,0.144687353,0.484337983,15,"c(""LRP5"", ""SEMA4D"", ""HDAC7"", ""SFRP1"", ""CRIM1"")"
NA,GOBP_NEGATIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION,GO:0045671,"Any process that stops, prevents, or reduces the frequency, rate or extent of osteoclast differentiation. [GOC:go_curators]",0.50273224,0.769372459,0.059860312,-0.387602249,-0.976283522,11,"c(""LILRB3"", ""LILRB1"", ""LTF"")"
NA,GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH,GO:1903202,"Any process that stops, prevents or reduces the frequency, rate or extent of oxidative stress-induced cell death. [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:24252804]",0.643867925,0.862992352,0.041655677,-0.277555702,-0.888924615,31,"c(""FBXO7"", ""VNN1"", ""MEAK7"", ""NME5"", ""RACK1"", ""PRKN"", ""AKT1"", ""BAG5"", ""PDE8A"")"
NA,GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,GO:1902176,"Any process that stops, prevents or reduces the frequency, rate or extent of an oxidative stress-induced intrinsic apoptotic signaling pathway. [GOC:BHF, GOC:mtg_apoptosis, GOC:TermGenie, PMID:11672522]",0.550591327,0.802344032,0.053787281,-0.342994576,-0.934569323,15,"c(""VNN1"", ""NME5"", ""PRKN"", ""AKT1"", ""BAG5"")"
NA,GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_DEATH,GO:1903204,"Any process that stops, prevents or reduces the frequency, rate or extent of oxidative stress-induced neuron death. [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:24252804]",0.563930013,0.812746047,0.053787281,-0.347871147,-0.918060355,13,"c(""FBXO7"", ""MEAK7"", ""RACK1"", ""PRKN"")"
NA,GOBP_NEGATIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,GO:0051354,"Any process that stops or reduces the rate of oxidoreductase activity, the catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. [GOC:ai]",0.846666667,0.963547227,0.034641017,-0.270062883,-0.721308759,14,"c(""SLC4A1"", ""OXA1L"", ""PRKN"", ""NFKB1"", ""LRRK2"", ""HDAC6"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY,GO:0010466,"Any process that stops or reduces the rate of peptidase activity, the hydrolysis of peptide bonds within proteins. [GOC:dph, GOC:tb]",0.040164779,0.192972132,0.227987203,-0.332938983,-1.335815662,133,"c(""PSMF1"", ""HRG"", ""SERPINF1"", ""A2M"", ""SERPINA7"", ""SERPINA1"", ""SERPINA2"", ""SERPINF2"", ""CARD8"", ""TNFAIP8"", ""RAF1"", ""SERPIND1"", ""SERPINA4"", ""KNG1"", ""CST3"", ""SERPINA6"", ""SFRP2"", ""ECM1"", ""AHSG"", ""C5"", ""FABP1"", ""ITIH2"", ""LTF"", ""AMBP"", ""PIH1D1"", ""SRC"", ""LXN"", ""FETUB"", ""ITIH1"", ""SERPINB8"", ""CAST"", ""C3"", ""AGT"", ""SERPING1"", ""CSNK2A1"", ""SERPINA5"", ""AKT1"", ""ITIH3"", ""CTSB"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION,GO:0002792,"Any process that stops, prevents, or reduces the frequency, rate, or extent of peptide secretion. [GOC:add]",0.276315789,0.570717703,0.176694269,0.319762461,1.083786065,16,"c(""IRS1"", ""SYTL4"", ""PTPN11"", ""VSNL1"", ""PPP3CA"", ""PFKL"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION,GO:2000757,"Any process that stops, prevents or reduces the frequency, rate or extent of peptidyl-lysine acetylation. [GOC:obol]",0.012773911,0.090443538,0.380730401,-0.647928391,-1.631986951,11,"c(""NOC2L"", ""SIN3A"", ""ZNF451"", ""PIH1D1"", ""SET"", ""HDAC2"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION,GO:0033137,"Any process that stops, prevents, or reduces the frequency, rate or extent of the phosphorylation of peptidyl-serine. [GOC:mah]",0.359173127,0.648722477,0.073621274,-0.388436198,-1.080205429,16,"c(""PWP1"", ""RACK1"", ""BAK1"", ""PAQR3"", ""BAX"", ""PPM1F"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,GO:0050732,"Any process that stops, prevents, or reduces the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine. [GOC:ai]",0.863636364,0.971139654,0.116739205,0.181741196,0.770882858,31,"c(""CHMP6"", ""SRCIN1"", ""THY1"", ""CADM4"", ""CEP43"", ""PPP2R1A"", ""SEMA4D"", ""DMTN"", ""PPP2CA"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS,GO:0050765,"Any process that stops, prevents, or reduces the frequency, rate or extent of phagocytosis. [GOC:ai]",0.220680958,0.509645581,0.099233334,-0.415359211,-1.213230008,19,"c(""ADIPOQ"", ""FCGR2B"", ""PRTN3"", ""RACK1"", ""FER1L5"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY,GO:0010923,"Any process that decreases the rate or frequency of phosphatase activity. Phosphatases catalyze the hydrolysis of phosphoric monoesters, releasing inorganic phosphate. [GOC:BHF, GOC:dph, GOC:tb]",0.798988622,0.937010745,0.03486522,-0.254287319,-0.753773303,21,"c(""CHP1"", ""BOD1L1"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY,GO:0032515,Any process that stops or reduces the activity of a phosphoprotein phosphatase. [GOC:mah],0.273858921,0.56827213,0.172324345,0.323505206,1.082927123,15,"c(""GSK3B"", ""GNAI2"", ""PTPA"", ""FKBP1A"", ""TIPRL"", ""LGALS3"", ""ROCK2"", ""NCKAP1L"", ""RGN"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,GO:0010563,"Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus. [GOC:dph, GOC:tb]",0.965656566,0.996394224,0.009898214,-0.175640792,-0.731197347,243,"c(""HEXIM1"", ""ADIPOQ"", ""CHP1"", ""PWP1"", ""ADARB1"", ""NCOR1"", ""DVL1"", ""DRD2"", ""NPRL2"", ""BOD1L1"", ""PIK3CB"", ""PTPRJ"", ""BMP7"", ""PPP4C"", ""FBXO7"", ""TRIM27"", ""PPARA"", ""APOC1"", ""FOXA2"", ""RB1"", ""HEG1"", ""PARP14"", ""TERF2IP"", ""SLC4A1"", ""SFRP2"", ""CDK5RAP1"", ""PTPN1"", ""PIK3IP1"", ""PRKDC"", ""RACK1"", ""NPM1"", ""DTNBP1"", ""PDCD4"", ""NF2"", ""CDKN2C"", ""TGFB2"", ""PRKN"", ""APOE"", ""BAK1"", ""AGT"", ""PRKCZ"", ""AKT1"", ""ENG"", ""TRAF3IP1"", ""SLIT2"", ""PAQR3"", ""ADAR"", ""IMPACT"", ""ANKLE2"", ""FBP1"", ""IKBKB"", ""ITGB1BP1"", ""SNX25"", ""PRKCD"", ""CASP3"", 
""ZGPAT"", ""PRKAR2A"", ""BAX"", ""PTPN6"", ""RTRAF"", ""CDKN2A"", ""LRRK2"", ""STAT3"", ""DNAJC10"", ""PPM1F"", ""WWTR1"", ""SMYD3"", ""AKT1S1"", ""TARDBP"", ""EIF4G1"", ""CDK5RAP2"", ""IQGAP1"", ""PID1"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION,GO:0042326,"Any process that stops, prevents or decreases the rate of addition of phosphate groups to a molecule. [GOC:jl]",0.807497467,0.941868973,0.02308278,-0.208854337,-0.862231542,210,"c(""HEXIM1"", ""ADIPOQ"", ""CHP1"", ""PWP1"", ""ADARB1"", ""NCOR1"", ""DVL1"", ""DRD2"", ""NPRL2"", ""PIK3CB"", ""PTPRJ"", ""BMP7"", ""PPP4C"", ""FBXO7"", ""TRIM27"", ""PPARA"", ""FOXA2"", ""RB1"", ""HEG1"", ""PARP14"", ""TERF2IP"", ""SLC4A1"", ""SFRP2"", ""CDK5RAP1"", ""PTPN1"", ""PIK3IP1"", ""PRKDC"", ""RACK1"", ""NPM1"", ""DTNBP1"", ""PDCD4"", ""NF2"", ""CDKN2C"", ""PRKN"", ""APOE"", ""BAK1"", ""AGT"", ""PRKCZ"", ""AKT1"", ""ENG"", ""TRAF3IP1"", ""SLIT2"", ""PAQR3"", ""ADAR"", ""IMPACT"", ""ANKLE2"", ""FBP1"", ""ITGB1BP1"", ""SNX25"", ""PRKCD"", ""CASP3"", ""ZGPAT"", ""PRKAR2A"", ""BAX"", ""PTPN6"", ""RTRAF"", 
""CDKN2A"", ""LRRK2"", ""STAT3"", ""DNAJC10"", ""PPM1F"", ""WWTR1"", ""SMYD3"", ""AKT1S1"", ""TARDBP"", ""EIF4G1"", ""CDK5RAP2"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY,GO:0120033,"Any process that stops, prevents or reduces the frequency, rate or extent of plasma membrane bounded cell projection assembly. [GOC:krc]",0.269230769,0.5647549,0.188204146,0.299340961,1.139249822,22,"c(""DNM2"", ""TBC1D7"", ""MAP4"", ""EVL"", ""ARHGAP44"", ""PFN2"", ""RAP1GAP"", ""GDI2"", ""CAPZB"", ""ABI3"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION,GO:0010544,"Any process that decreases the rate or frequency of platelet activation. Platelet activation is a series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue. [GOC:BHF, GOC:dph, GOC:tb]",0.673497268,0.877740801,0.046322779,-0.329763937,-0.83060173,11,"c(""FGG"", ""APOE"", ""F2"", ""PRKCD"")"
NA,GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT,GO:1901380,"Any process that stops, prevents or reduces the frequency, rate or extent of potassium ion transmembrane transport. [GOC:BHF, GOC:TermGenie]",0.004197189,0.044883886,0.407017919,0.648083681,1.944954975,11,"c(""CAB39"", ""BIN1"", ""NEDD4L"", ""ANK3"", ""CRBN"", ""SUMO1"", ""CAV1"", ""ACTN2"")"
NA,GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT,GO:0043267,"Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of potassium ions (K+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:jl]",0.001347313,0.02019784,0.455059867,0.652908822,2.086206483,13,"c(""CAB39"", ""BIN1"", ""NEDD4L"", ""ANK3"", ""CRBN"", ""NOS3"", ""SUMO1"", ""CAV1"", ""ACTN2"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,GO:0002701,"Any process that stops, prevents, or reduces the frequency, rate, or extent of the production of molecular mediator of immune response. [GOC:add]",0.00148642,0.021772426,0.455059867,-0.722537866,-1.877448888,12,"c(""ARG1"", ""APOA1"", ""FCGR2B"", ""APOA2"", ""LILRB1"", ""HFE"", ""THOC1"", ""TGFB2"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH,GO:0062099,"Any process that decreases the frequency, rate or extent of programmed necrotic cell death. [GOC:aruk, GOC:rph, PMID:27258785]",0.900552486,0.980120143,0.033382696,-0.26335754,-0.640987441,10,"c(""BOK"", ""RBCK1"", ""RIPK1"", ""YBX3"", ""BIRC2"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,GO:1901799,"Any process that stops, prevents or reduces the frequency, rate or extent of proteasomal protein catabolic process. [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21669198]",0.840140023,0.960374732,0.02850386,-0.22709322,-0.745500121,35,"c(""PSMF1"", ""USP19"", ""PSME3IP1"", ""HFE"", ""SMARCC1"", ""BAG5"", ""RPL11"", ""WAC"", ""USP25"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,GO:0032435,"Any process that stops, prevents, or reduces the frequency, rate or extent of the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome. [GOC:mah]",0.451612903,0.728739003,0.151148761,0.245731649,0.99611444,26,"c(""MTM1"", ""MAP1A"", ""SVIP"", ""FHIT"", ""UBXN1"", ""OGT"", ""GIPC1"", ""PARK7"", ""EIF3H"", ""SGTA"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_ACETYLATION,GO:1901984,"Any process that stops, prevents or reduces the frequency, rate or extent of protein acetylation. [GOC:TermGenie, PMID:22117195]",0.149394347,0.418685356,0.129442888,-0.499744191,-1.318865714,13,"c(""NOC2L"", ""SIN3A"", ""ZNF451"", ""PIH1D1"", ""SET"", ""HDAC2"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_BINDING,GO:0032091,"Any process that stops, prevents, or reduces the frequency, rate or extent of protein binding. [GOC:mah]",0.064763996,0.253307992,0.183023938,-0.373754817,-1.354757107,61,"c(""ADIPOQ"", ""GTF2F1"", ""DVL1"", ""SYMPK"", ""CTSZ"", ""PPARA"", ""CFHR1"", ""TFIP11"", ""PSME3IP1"", ""DAB2"", ""ACE"", ""CFHR2"", ""ADNP"", ""ATP2A3"", ""B2M"", ""HFE"", ""RACK1"", ""DTNBP1"", ""PEX14"", ""AKT1"", ""KDM1A"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,GO:0042177,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds. [GOC:go_curators, GOC:jl, PMID:10207076]",0.816216216,0.947386984,0.02604377,-0.215547491,-0.801096046,75,"c(""PSMF1"", ""USP19"", ""SF3B3"", ""PSME3IP1"", ""CST3"", ""RILP"", ""HFE"", ""SNX12"", ""ATP13A2"", ""SMARCC1"", ""CSNK2A1"", ""BAG5"", ""RPL11"", ""SMAD3"", ""WAC"", ""CTSA"", ""USP25"", ""EPHA4"", ""VPS35"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,GO:0043242,"Any process that stops, prevents, or reduces the frequency, rate or extent of protein complex disassembly, the disaggregation of a protein complex into its constituent components. [GOC:jl]",0.0002394,0.005718744,0.518848078,0.414733602,1.985027551,53,"c(""SCIN"", ""ARHGEF2"", ""CLASP1"", ""CIB1"", ""CAMSAP3"", ""CAPG"", ""CAMSAP2"", ""TMOD2"", ""MAP1B"", ""MAP6D1"", ""GSN"", ""CLEC16A"", ""STMN2"", ""RDX"", ""SPTAN1"", ""TAOK1"", ""SPTBN4"", ""SPTBN1"", ""CAPZB"", ""ADD2"", ""ADD1"", ""DMTN"", ""CLASP2"", ""ADD3"", ""UBQLN4"", ""PIK3CA"", ""APC"", ""FLII"", ""SPTBN2"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION,GO:0035308,"Any process the stops, prevents, or reduces the frequency, rate or extent of removal of phosphate groups from a protein. [GOC:bf]",0.012725377,0.090224867,0.380730401,0.448281649,1.675885058,21,"c(""ARPP19"", ""ENSA"", ""GSK3B"", ""GNAI2"", ""PTPA"", ""YWHAE"", ""FKBP1A"", ""YWHAB"", ""TIPRL"")"
NA,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS,GO:0042308,"Any process that stops, prevents, or reduces the frequency, rate or extent of the movement of proteins from the cytoplasm into the nucleus. [GOC:jl]",0.741712707,0.914499237,0.042417005,-0.328552895,-0.799666794,10,"c(""CHP1"", ""CD36"")"
