gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,,,,,,,,,,,,,,,,,,,
CPXM2,-0.324666584,5.664108696,-1.401828838,0.176496489,0.387081067,-4.475891525,,,,,,,,,,,,,,,,,,,
CRTAP,-0.449159387,0.028306522,-1.401818922,0.176499409,0.387081067,-4.475895937,,,,,,,,,,,,,,,,,,,
PNMA1,-0.7231164,-0.036656522,-1.401751825,0.176519168,0.387081067,-4.475925787,,,,,,,,,,,,,,,,,,,
S100A12,-1.98862751,-1.93236087,-1.401378213,0.176629225,0.387081067,-4.47609198,,,,,,,,,,,,,,,,,,,
A1BG,-0.724722127,2.375521739,-1.398789456,0.177393319,0.387284127,-4.477242682,,,,,,,,,,,,,,,,,,,
ATP5IF1,-0.847199879,7.210134783,-1.398903136,0.17735971,0.387284127,-4.477192183,,,,,,,,,,,,,,,,,,,
DECR1,-1.504586331,4.656919565,-1.399939647,0.177053503,0.387284127,-4.476731606,,,,,,,,,,,,,,,,,,,
IFI30,-0.59561387,1.908708696,-1.399623563,0.177146836,0.387284127,-4.476872084,,,,,,,,,,,,,,,,,,,
RAB33A,-1.100261037,-0.199663043,-1.399527457,0.177175222,0.387284127,-4.476914793,,,,,,,,,,,,,,,,,,,
ADAMTSL4,-0.572164624,-2.367434783,-1.39422828,0.178746039,0.389942191,-4.479266502,,,,,,,,,,,,,,,,,,,
KLRK1,-0.977545358,-4.50238913,-1.393645675,0.178919418,0.390025397,-4.479524674,,,,,,,,,,,,,,,,,,,
CEBPA,-0.692449361,-0.494213043,-1.392265284,0.179330749,0.390331984,-4.480136069,,,,,,,,,,,,,,,,,,,
TXK,-0.467682772,-2.730852174,-1.39236688,0.179300449,0.390331984,-4.480091086,,,,,,,,,,,,,,,,,,,
CCL15,-0.809827832,-1.102126087,-1.390793373,0.179770185,0.390760053,-4.480787531,,,,,,,,,,,,,,,,,,,
VTI1A,-0.911762759,4.480908696,-1.390698959,0.179798401,0.390760053,-4.480829302,,,,,,,,,,,,,,,,,,,
FSHB,-0.573900264,0.431921739,-1.388966612,0.180316759,0.391591517,-4.481595376,,,,,,,,,,,,,,,,,,,
CXCL11,-1.035908826,-0.224804348,-1.386282222,0.181122352,0.392209283,-4.482781132,,,,,,,,,,,,,,,,,,,
ICAM4,-0.91036238,-4.339008696,-1.386206217,0.181145203,0.392209283,-4.482814682,,,,,,,,,,,,,,,,,,,
NCLN,-0.522251032,-0.133934783,-1.386680554,0.18100263,0.392209283,-4.482605282,,,,,,,,,,,,,,,,,,,
RTBDN,-1.518782235,2.940054348,-1.386900905,0.180936429,0.392209283,-4.482507989,,,,,,,,,,,,,,,,,,,
CCN1,-1.286818928,-3.100926087,-1.383149688,0.182066069,0.392241585,-4.484162801,,,,,,,,,,,,,,,,,,,
GZMA,-0.894859719,-1.817673913,-1.383224391,0.182043518,0.392241585,-4.484129877,,,,,,,,,,,,,,,,,,,
LEP,-1.00900514,-4.301582609,-1.382997014,0.182112165,0.392241585,-4.484230085,,,,,,,,,,,,,,,,,,,
NDUFS6,-1.511954697,4.831217391,-1.383953346,0.181823583,0.392241585,-4.483808541,,,,,,,,,,,,,,,,,,,
PARK7,-0.260542267,7.26301087,-1.383566615,0.181940238,0.392241585,-4.483979034,,,,,,,,,,,,,,,,,,,
PNLIPRP2,-1.525396612,-6.823928261,-1.385244699,0.181434485,0.392241585,-4.483238997,,,,,,,,,,,,,,,,,,,
SHD,-1.008473038,-2.211119565,-1.384975028,0.181515685,0.392241585,-4.483357965,,,,,,,,,,,,,,,,,,,
STEAP4,-1.381618863,2.131695652,-1.381685936,0.182508389,0.392801637,-4.484807664,,,,,,,,,,,,,,,,,,,
B4GALT1,-1.104542556,-0.883147826,-1.378505838,0.183472315,0.393136545,-4.486207008,,,,,,,,,,,,,,,,,,,
BIRC2,-0.414095794,1.121271739,-1.378025668,0.183618213,0.393136545,-4.4864181,,,,,,,,,,,,,,,,,,,
CCL8,-1.183017864,-5.218647826,-1.379806426,0.183077601,0.393136545,-4.485634983,,,,,,,,,,,,,,,,,,,
IL10RB,-0.805528943,0.0071,-1.37816595,0.183575579,0.393136545,-4.486356435,,,,,,,,,,,,,,,,,,,
LTO1,-0.961302472,-0.970958696,-1.378559278,0.183456083,0.393136545,-4.486183511,,,,,,,,,,,,,,,,,,,
S100A14,-0.696241414,-2.164791304,-1.378260787,0.183546761,0.393136545,-4.486314743,,,,,,,,,,,,,,,,,,,
SIT1,-0.908814552,0.661384783,-1.379177281,0.183268455,0.393136545,-4.485911741,,,,,,,,,,,,,,,,,,,
AIF1,-1.114143607,0.869886957,-1.375968719,0.184244257,0.393198939,-4.487321785,,,,,,,,,,,,,,,,,,,
FES,0.321550433,2.7953,1.376246621,0.184159576,0.393198939,-4.487199749,,,,,,,,,,,,,,,,,,,
GGT1,-0.992491491,-0.654241304,-1.377168738,0.183878818,0.393198939,-4.486794693,,,,,,,,,,,,,,,,,,,
NENF,-0.634748882,0.491471739,-1.376527637,0.184073978,0.393198939,-4.487076328,,,,,,,,,,,,,,,,,,,
POLR2F,-0.99253926,3.703982609,-1.375690564,0.184329045,0.393198939,-4.487443914,,,,,,,,,,,,,,,,,,,
ATG4A,-1.058932443,0.273628261,-1.374150713,0.184798993,0.393337286,-4.488119699,,,,,,,,,,,,,,,,,,,
CFI,-0.86590737,2.603086957,-1.372650832,0.185257659,0.393337286,-4.488777426,,,,,,,,,,,,,,,,,,,
CLEC1B,-1.367831218,-1.533745652,-1.372353789,0.185348603,0.393337286,-4.488907625,,,,,,,,,,,,,,,,,,,
PPP1R14D,-1.737341648,-3.020052174,-1.372373325,0.185342621,0.393337286,-4.488899063,,,,,,,,,,,,,,,,,,,
SSH3,-0.424625377,0.689571739,-1.373230053,0.185080425,0.393337286,-4.488523487,,,,,,,,,,,,,,,,,,,
TBR1,-1.089744682,-0.82348913,-1.372719185,0.185236737,0.393337286,-4.488747463,,,,,,,,,,,,,,,,,,,
ULBP2,-0.783635552,2.05121087,-1.37476705,0.184610778,0.393337286,-4.487849276,,,,,,,,,,,,,,,,,,,
CREG1,-0.487209052,3.172728261,-1.371388542,0.185644373,0.393386019,-4.48933057,,,,,,,,,,,,,,,,,,,
IL3RA,0.65598687,-0.40903913,1.371658466,0.185561626,0.393386019,-4.489212318,,,,,,,,,,,,,,,,,,,
GBP4,-0.492080323,0.35678913,-1.368890066,0.186411698,0.394721981,-4.490424354,,,,,,,,,,,,,,,,,,,
SPINK5,-0.656234832,-1.725186957,-1.36833475,0.186582588,0.394793972,-4.490667267,,,,,,,,,,,,,,,,,,,
ENTPD2,-1.010088228,7.885141304,-1.367797062,0.186748172,0.394854639,-4.490902404,,,,,,,,,,,,,,,,,,,
CDKL5,-0.731591562,0.486197826,-1.365306955,0.187516538,0.396188787,-4.491990492,,,,,,,,,,,,,,,,,,,
CEP290,-1.547235928,-1.68128913,-1.364079537,0.187896203,0.396679686,-4.492526311,,,,,,,,,,,,,,,,,,,
MYCBP2,-0.960729844,1.714332609,-1.363666921,0.18802397,0.396679686,-4.492706358,,,,,,,,,,,,,,,,,,,
CA12,-0.779452132,3.103343478,-1.36246674,0.188396002,0.396895359,-4.493229842,,,,,,,,,,,,,,,,,,,
CLEC4M,-0.896235081,0.596278261,-1.362449219,0.188401438,0.396895359,-4.493237481,,,,,,,,,,,,,,,,,,,
TXNDC5,-0.994731697,2.684886957,-1.360471149,0.18901589,0.397899143,-4.494099531,,,,,,,,,,,,,,,,,,,
TSC1,-1.134338519,-1.862976087,-1.358302531,0.18969136,0.399029818,-4.495043594,,,,,,,,,,,,,,,,,,,
SNX9,-0.83039203,5.886408696,-1.357815581,0.189843295,0.399058355,-4.49525543,,,,,,,,,,,,,,,,,,,
CD80,-0.878236239,-0.712304348,-1.356304122,0.190315509,0.399507966,-4.495912607,,,,,,,,,,,,,,,,,,,
PLXNA4,-1.105871655,2.297267391,-1.356244231,0.190334239,0.399507966,-4.495938637,,,,,,,,,,,,,,,,,,,
CEP170,-1.02474299,3.54293913,-1.355298434,0.190630224,0.399794022,-4.496349586,,,,,,,,,,,,,,,,,,,
DNAJA2,-0.900633358,2.612845652,-1.354923141,0.190747772,0.399794022,-4.496512595,,,,,,,,,,,,,,,,,,,
LAMTOR5,-1.575030376,-0.607854348,-1.353625039,0.191154802,0.400356173,-4.497076175,,,,,,,,,,,,,,,,,,,
COL2A1,-0.625671283,-0.635030435,-1.352806683,0.191411758,0.400444069,-4.497431271,,,,,,,,,,,,,,,,,,,
EGFLAM,-1.133734077,2.434669565,-1.35182812,0.191719377,0.400444069,-4.497855681,,,,,,,,,,,,,,,,,,,
PEBP1,0.187929014,6.595034783,1.351723875,0.19175217,0.400444069,-4.497900879,,,,,,,,,,,,,,,,,,,
PRKD2,-0.441616488,-1.267571739,-1.352052282,0.191648875,0.400444069,-4.49775848,,,,,,,,,,,,,,,,,,,
PAXX,-1.008642328,4.659245652,-1.35078716,0.19204704,0.400769656,-4.498306911,,,,,,,,,,,,,,,,,,,
EPB41L5,-1.32673042,-1.350745652,-1.347426985,0.193107752,0.402400835,-4.499761758,,,,,,,,,,,,,,,,,,,
YOD1,-1.498262734,-2.819623913,-1.347721466,0.193014608,0.402400835,-4.499634361,,,,,,,,,,,,,,,,,,,
SEPTIN7,-1.534722808,0.430191304,-1.346753767,0.193320824,0.402553975,-4.500052926,,,,,,,,,,,,,,,,,,,
LHPP,0.195957793,7.526691304,1.346185231,0.193500909,0.402638255,-4.500298738,,,,,,,,,,,,,,,,,,,
ADAM9,-0.959191252,-1.233954348,-1.345344643,0.193767411,0.402686387,-4.500662037,,,,,,,,,,,,,,,,,,,
CCL23,-1.100257409,-1.484936957,-1.345231526,0.193803296,0.402686387,-4.500710913,,,,,,,,,,,,,,,,,,,
GCNT1,-0.889447601,-3.816067391,-1.343482542,0.194358809,0.403259572,-4.501466247,,,,,,,,,,,,,,,,,,,
TRAF3,-0.821372341,0.62216087,-1.343612094,0.194317617,0.403259572,-4.501410322,,,,,,,,,,,,,,,,,,,
APOB,-1.094886526,-2.248886957,-1.339713367,0.195560255,0.403574255,-4.503091632,,,,,,,,,,,,,,,,,,,
ATP1B3,-0.65342894,-0.463913043,-1.340582829,0.19528259,0.403574255,-4.502716986,,,,,,,,,,,,,,,,,,,
CD48,-0.977655914,-1.009858696,-1.341662593,0.194938197,0.403574255,-4.502251477,,,,,,,,,,,,,,,,,,,
EPS8L2,-1.360166914,1.551073913,-1.339495244,0.195629961,0.403574255,-4.503185592,,,,,,,,,,,,,,,,,,,
PDGFB,-0.914484103,-2.496243478,-1.340883696,0.195186579,0.403574255,-4.502587303,,,,,,,,,,,,,,,,,,,
RAB37,-0.829426912,-1.421984783,-1.340694312,0.19524701,0.403574255,-4.502668935,,,,,,,,,,,,,,,,,,,
SELL,-0.712751443,3.605780435,-1.340229065,0.195395527,0.403574255,-4.502869442,,,,,,,,,,,,,,,,,,,
TRAF3IP2,-0.661471874,-1.243093478,-1.342075618,0.19480659,0.403574255,-4.502073342,,,,,,,,,,,,,,,,,,,
BCL2,-1.153753332,3.07658913,-1.33768887,0.196207991,0.4039711,-4.503963296,,,,,,,,,,,,,,,,,,,
KIFBP,-1.550641754,4.217819565,-1.337581008,0.196242549,0.4039711,-4.504009711,,,,,,,,,,,,,,,,,,,
SCGB2A2,-0.498786218,-1.338967391,-1.338445633,0.195965667,0.4039711,-4.503637577,,,,,,,,,,,,,,,,,,,
ARHGAP30,-0.376642782,-0.313632609,-1.336993465,0.196430876,0.404070361,-4.504262489,,,,,,,,,,,,,,,,,,,
DBN1,-0.921257478,1.452643478,-1.336224214,0.196677662,0.404289648,-4.504593322,,,,,,,,,,,,,,,,,,,
B3GNT7,-0.832946921,-4.497952174,-1.334900812,0.197102799,0.40487498,-4.505162158,,,,,,,,,,,,,,,,,,,
ERBB2,-0.649130185,-0.810895652,-1.334364358,0.197275339,0.40494098,-4.505392625,,,,,,,,,,,,,,,,,,,
THBD,-1.051280999,-0.84831087,-1.332181115,0.197978764,0.406095843,-4.506329878,,,,,,,,,,,,,,,,,,,
CTSV,-0.487450779,-1.689932609,-1.32936735,0.198888253,0.407360033,-4.507536169,,,,,,,,,,,,,,,,,,,
DBH,-1.233609795,-2.676404348,-1.328594399,0.199138668,0.407360033,-4.507867218,,,,,,,,,,,,,,,,,,,
HYAL1,-0.507851312,-1.904945652,-1.329469912,0.198855044,0.407360033,-4.507492233,,,,,,,,,,,,,,,,,,,
SCARA5,-1.352535311,0.468465217,-1.328528367,0.199160072,0.407360033,-4.507895492,,,,,,,,,,,,,,,,,,,
ADD1,-0.801376413,6.279997826,-1.326695047,0.19975506,0.40828745,-4.508680099,,,,,,,,,,,,,,,,,,,
SELP,-1.238462098,-4.142776087,-1.325855079,0.200028131,0.40855604,-4.509039318,,,,,,,,,,,,,,,,,,,
ATRN,-0.878373542,2.544841304,-1.32523939,0.200228476,0.408675814,-4.509302517,,,,,,,,,,,,,,,,,,,
NPHS1,0.509616632,-2.060876087,1.322400882,0.201154167,0.410274836,-4.510514789,,,,,,,,,,,,,,,,,,,
HCLS1,-1.313194192,0.226536957,-1.321644315,0.201401465,0.410432965,-4.510837584,,,,,,,,,,,,,,,,,,,
ZP4,-0.670759918,-2.7474,-1.32129317,0.201516324,0.410432965,-4.510987358,,,,,,,,,,,,,,,,,,,
ADGRG2,-0.843030151,-3.769656522,-1.320150453,0.201890462,0.410904794,-4.511474557,,,,,,,,,,,,,,,,,,,
GOLGA3,-0.78333721,4.511223913,-1.319114214,0.20223021,0.411306012,-4.511916094,,,,,,,,,,,,,,,,,,,
KRT8,-0.740895349,0.886213043,-1.316742239,0.203009589,0.41260018,-4.512925828,,,,,,,,,,,,,,,,,,,
ENG,-1.134093763,-1.258119565,-1.314725426,0.203674122,0.412787187,-4.513783327,,,,,,,,,,,,,,,,,,,
SCAMP3,-0.802338704,4.969169565,-1.315735457,0.203341107,0.412787187,-4.513354007,,,,,,,,,,,,,,,,,,,
TLR4,-0.672359259,-1.360095652,-1.31478365,0.203654913,0.412787187,-4.513758585,,,,,,,,,,,,,,,,,,,
USO1,-0.803054826,3.175573913,-1.31479819,0.203650117,0.412787187,-4.513752407,,,,,,,,,,,,,,,,,,,
IGLON5,-1.025466487,0.603502174,-1.313970816,0.203923201,0.413001764,-4.514103921,,,,,,,,,,,,,,,,,,,
ADGRE2,-0.84373648,-0.725393478,-1.309136137,0.205524686,0.414588796,-4.516154722,,,,,,,,,,,,,,,,,,,
DDX4,-0.790839121,-1.824591304,-1.309056273,0.205551224,0.414588796,-4.516188553,,,,,,,,,,,,,,,,,,,
JUN,-1.411111681,2.862473913,-1.30955106,0.205386858,0.414588796,-4.515978936,,,,,,,,,,,,,,,,,,,
RNF168,-0.968929119,-0.328506522,-1.309792699,0.205306625,0.414588796,-4.515876544,,,,,,,,,,,,,,,,,,,
TNFSF14,-0.916439076,-2.663313043,-1.309658009,0.205351344,0.414588796,-4.515933619,,,,,,,,,,,,,,,,,,,
TOP2B,-1.49912845,4.294052174,-1.309001756,0.205569341,0.414588796,-4.516211646,,,,,,,,,,,,,,,,,,,
DNAJB6,-0.936687877,4.682758696,-1.306652021,0.20635137,0.415180569,-4.517206291,,,,,,,,,,,,,,,,,,,
ERP44,-1.145551369,-2.567908696,-1.306981074,0.206241716,0.415180569,-4.517067082,,,,,,,,,,,,,,,,,,,
TBC1D5,-1.587238433,0.338602174,-1.30709103,0.206205084,0.415180569,-4.517020558,,,,,,,,,,,,,,,,,,,
TRIM58,-0.736073766,-1.997878261,-1.306390341,0.206438605,0.415180569,-4.517316979,,,,,,,,,,,,,,,,,,,
PRG3,-1.413984005,-0.282541304,-1.304877266,0.206943577,0.415906117,-4.517956676,,,,,,,,,,,,,,,,,,,
LILRB1,-0.800772513,-0.157504348,-1.302290344,0.207809172,0.417354911,-4.51904911,,,,,,,,,,,,,,,,,,,
MCEMP1,-1.567159666,-1.255834783,-1.300440476,0.208429878,0.418310207,-4.519829313,,,,,,,,,,,,,,,,,,,
BCR,-0.929218672,-0.101956522,-1.297307515,0.209484414,0.420134249,-4.52114881,,,,,,,,,,,,,,,,,,,
CCL19,-1.331799445,-0.115463043,-1.295931251,0.209948971,0.420189334,-4.521727703,,,,,,,,,,,,,,,,,,,
MINDY1,-2.235451838,-1.069158696,-1.296004357,0.209924273,0.420189334,-4.521696964,,,,,,,,,,,,,,,,,,,
WWP2,-0.811385473,1.574384783,-1.296316833,0.209818737,0.420189334,-4.521565563,,,,,,,,,,,,,,,,,,,
C1QTNF9,-0.928637529,-2.606180435,-1.293992365,0.210604802,0.421209604,-4.522542478,,,,,,,,,,,,,,,,,,,
NME3,-0.714101053,-0.270621739,-1.292863639,0.21098733,0.421654818,-4.523016387,,,,,,,,,,,,,,,,,,,
SEMA3G,-1.044760426,-0.959030435,-1.292473076,0.211119819,0.421654818,-4.523180297,,,,,,,,,,,,,,,,,,,
ACY1,-0.306534875,2.867091304,-1.288061709,0.212620768,0.422505324,-4.525029104,,,,,,,,,,,,,,,,,,,
CD160,-0.851519966,-3.798454348,-1.289525881,0.212121672,0.422505324,-4.524415988,,,,,,,,,,,,,,,,,,,
LBR,-1.260063021,2.090632609,-1.29010494,0.211924538,0.422505324,-4.524173367,,,,,,,,,,,,,,,,,,,
LSM1,-1.106527969,-2.979036957,-1.288441851,0.2124911,0.422505324,-4.524869971,,,,,,,,,,,,,,,,,,,
MFAP4,0.52831328,2.363684783,1.288435607,0.21249323,0.422505324,-4.524872585,,,,,,,,,,,,,,,,,,,
NXPE4,-0.656961353,-1.775656522,-1.287641177,0.212764285,0.422505324,-4.525205105,,,,,,,,,,,,,,,,,,,
PDLIM7,-1.402544846,3.59613913,-1.287348655,0.21286416,0.422505324,-4.525327506,,,,,,,,,,,,,,,,,,,
RNF43,-0.957434707,-1.83223913,-1.288814,0.212364219,0.422505324,-4.52471415,,,,,,,,,,,,,,,,,,,
SMAD3,-1.578370418,0.380928261,-1.288499184,0.212471549,0.422505324,-4.524845967,,,,,,,,,,,,,,,,,,,
DNAJB8,-0.450817553,1.123106522,-1.285268436,0.213575452,0.423061495,-4.526197342,,,,,,,,,,,,,,,,,,,
IL4R,-0.779907944,-1.542786957,-1.285003819,0.213666066,0.423061495,-4.526307916,,,,,,,,,,,,,,,,,,,
PLG,-0.871634435,0.628186957,-1.284871092,0.213711527,0.423061495,-4.526363371,,,,,,,,,,,,,,,,,,,
SPINT2,0.213602101,6.449063043,1.284813846,0.213731137,0.423061495,-4.526387288,,,,,,,,,,,,,,,,,,,
BCL2L15,-1.748025599,-1.544795652,-1.283179048,0.214291738,0.423880229,-4.52706996,,,,,,,,,,,,,,,,,,,
IL13RA1,-0.726147936,-2.001947826,-1.282533558,0.214513403,0.424027865,-4.527339331,,,,,,,,,,,,,,,,,,,
IL3,-1.792067234,2.667893478,-1.281895703,0.214732621,0.424170464,-4.527605417,,,,,,,,,,,,,,,,,,,
HRG,-0.987312477,-0.002723913,-1.2780651,0.21605278,0.42631353,-4.529201306,,,,,,,,,,,,,,,,,,,
LAT2,-1.377643243,0.460771739,-1.277462615,0.21626099,0.42631353,-4.529451987,,,,,,,,,,,,,,,,,,,
NUCB2,-0.874813186,-1.442919565,-1.277676132,0.216187184,0.42631353,-4.529363158,,,,,,,,,,,,,,,,,,,
IMMT,-1.341493282,2.873236957,-1.274448944,0.217304802,0.427272236,-4.530704586,,,,,,,,,,,,,,,,,,,
NLGN1,-0.689915976,2.77351087,-1.273922709,0.217487468,0.427272236,-4.530923082,,,,,,,,,,,,,,,,,,,
PDGFRA,-0.585534048,2.904117391,-1.27368664,0.217569451,0.427272236,-4.531021078,,,,,,,,,,,,,,,,,,,
PDZK1,-0.836161109,1.570252174,-1.273494373,0.217636239,0.427272236,-4.531100881,,,,,,,,,,,,,,,,,,,
PON2,-0.637190424,-1.798926087,-1.27453476,0.217275025,0.427272236,-4.530668948,,,,,,,,,,,,,,,,,,,
REG3G,-1.275461603,-3.705030435,-1.274439291,0.217308152,0.427272236,-4.530708594,,,,,,,,,,,,,,,,,,,
FBN2,-0.767269973,-0.978369565,-1.271293839,0.21840178,0.428483492,-4.532013601,,,,,,,,,,,,,,,,,,,
COL9A2,-1.726513257,-1.191345652,-1.269602511,0.218991589,0.429348567,-4.532714313,,,,,,,,,,,,,,,,,,,
PCDHB15,-0.940973111,-1.219297826,-1.268679997,0.219313812,0.429688202,-4.533096213,,,,,,,,,,,,,,,,,,,
TNF,-0.591342458,-2.611887522,-1.267936804,0.219573667,0.429905265,-4.533403727,,,,,,,,,,,,,,,,,,,
CES3,-0.580694352,-5.555115217,-1.266313343,0.220142132,0.430433837,-4.534075005,,,,,,,,,,,,,,,,,,,
MAPT,-0.899651553,11.62858261,-1.266398863,0.220112159,0.430433837,-4.534039659,,,,,,,,,,,,,,,,,,,
SLC12A2,-0.43096072,4.9823,-1.264731042,0.220697279,0.431226933,-4.534728642,,,,,,,,,,,,,,,,,,,
GIPC3,-1.019624275,-1.109465217,-1.263951252,0.220971265,0.431469957,-4.535050542,,,,,,,,,,,,,,,,,,,
PIBF1,-1.130196113,0.103106522,-1.262249264,0.221570184,0.432346691,-4.535752611,,,,,,,,,,,,,,,,,,,
ACVRL1,-0.698625494,-0.982643478,-1.261419145,0.221862751,0.432538619,-4.536094776,,,,,,,,,,,,,,,,,,,
DEFA1_DEFA1B,-1.430279035,0.779134783,-1.260694245,0.22211848,0.432538619,-4.536393433,,,,,,,,,,,,,,,,,,,
TRAF2,-0.787060215,2.836306522,-1.260942149,0.222030999,0.432538619,-4.536291312,,,,,,,,,,,,,,,,,,,
BAMBI,-0.380325914,3.750632609,-1.259189835,0.222649927,0.433046786,-4.537012835,,,,,,,,,,,,,,,,,,,
TSHB,-0.987357111,-0.946386957,-1.259105508,0.222679745,0.433046786,-4.537047537,,,,,,,,,,,,,,,,,,,
CGB3_CGB5_CGB8,-0.987945228,-2.87426087,-1.258326728,0.22295527,0.43325022,-4.537367945,,,,,,,,,,,,,,,,,,,
RRP15,-1.807527897,-1.991397826,-1.257960849,0.223084805,0.43325022,-4.537518424,,,,,,,,,,,,,,,,,,,
TNNI3,-1.580364604,-0.315795652,-1.254531291,0.224301821,0.435320626,-4.538927334,,,,,,,,,,,,,,,,,,,
AGER,-1.110549821,-1.025469565,-1.253595687,0.224634716,0.435673518,-4.53931119,,,,,,,,,,,,,,,,,,,
B2M,0.125648153,8.81831087,1.251521408,0.225374117,0.436496737,-4.540161446,,,,,,,,,,,,,,,,,,,
ERN1,-0.73002324,-4.145380435,-1.251812504,0.22527024,0.436496737,-4.540042188,,,,,,,,,,,,,,,,,,,
TNFRSF9,-0.668520871,-2.064169565,-1.251131749,0.225513224,0.436496737,-4.54032105,,,,,,,,,,,,,,,,,,,
ARTN,-0.570217323,0.333654348,-1.249994332,0.225919657,0.436697245,-4.540786721,,,,,,,,,,,,,,,,,,,
HDGFL2,-0.918672258,4.096880435,-1.250308109,0.225807479,0.436697245,-4.540658288,,,,,,,,,,,,,,,,,,,
NAGK,-0.296749647,5.260784783,-1.24907817,0.226247437,0.436881476,-4.541161574,,,,,,,,,,,,,,,,,,,
SRP14,-0.693469371,3.021393478,-1.24888126,0.226317935,0.436881476,-4.541242114,,,,,,,,,,,,,,,,,,,
KLKB1,-1.069177963,0.896097826,-1.24716587,0.22693279,0.437775363,-4.541943334,,,,,,,,,,,,,,,,,,,
MAN2B2,-0.380585695,1.275902174,-1.246138758,0.227301557,0.438193643,-4.54236285,,,,,,,,,,,,,,,,,,,
AMY2A,-0.91420891,-1.742758696,-1.245319357,0.227596078,0.438468329,-4.54269734,,,,,,,,,,,,,,,,,,,
CFHR5,-1.111674761,-3.044182609,-1.242622377,0.228567536,0.439459183,-4.543797104,,,,,,,,,,,,,,,,,,,
TACC3,-0.830611926,-0.826128261,-1.242963929,0.228444333,0.439459183,-4.543657927,,,,,,,,,,,,,,,,,,,
THOP1,-0.454215133,5.268097826,-1.243306498,0.228320814,0.439459183,-4.543518307,,,,,,,,,,,,,,,,,,,
FAP,-0.422260355,-1.965415217,-1.240276445,0.22941513,0.44067257,-4.544752247,,,,,,,,,,,,,,,,,,,
KIAA1549,-1.978874209,5.496308696,-1.239608146,0.229657029,0.44067257,-4.545024094,,,,,,,,,,,,,,,,,,,
SIGLEC6,-0.799431488,-5.220373913,-1.239713675,0.229618819,0.44067257,-4.544981175,,,,,,,,,,,,,,,,,,,
ERMAP,-0.819204899,0.634330435,-1.238699116,0.229986378,0.441011113,-4.545393684,,,,,,,,,,,,,,,,,,,
EPCAM,-1.253121532,-1.696147826,-1.23772235,0.230340671,0.441397007,-4.545790585,,,,,,,,,,,,,,,,,,,
TSPAN8,-1.064442029,0.190306522,-1.234692083,0.231442471,0.44321387,-4.547020394,,,,,,,,,,,,,,,,,,,
WIF1,-0.740815002,-0.217567391,-1.234199337,0.231622014,0.443263362,-4.547220154,,,,,,,,,,,,,,,,,,,
TLR1,-1.033032144,1.016915217,-1.232387036,0.23228328,0.444234071,-4.547954341,,,,,,,,,,,,,,,,,,,
RBP7,-0.821063214,2.814393478,-1.231234262,0.23270465,0.444745004,-4.548420916,,,,,,,,,,,,,,,,,,,
MAP1LC3A,-0.483969063,6.821863043,-1.228217512,0.23381012,0.446561845,-4.549640344,,,,,,,,,,,,,,,,,,,
TNFRSF1B,-0.698712366,2.160082609,-1.227451717,0.234091378,0.446803133,-4.549949529,,,,,,,,,,,,,,,,,,,
SEMA6C,-0.628021265,-1.342165217,-1.226960228,0.234272026,0.446852198,-4.550147887,,,,,,,,,,,,,,,,,,,
SLAMF7,-1.008519253,-5.111428261,-1.225921181,0.234654281,0.44728549,-4.550567032,,,,,,,,,,,,,,,,,,,
CD40LG,-0.598722806,-2.235095652,-1.224196238,0.23528992,0.448200878,-4.551262264,,,,,,,,,,,,,,,,,,,
GP2,-1.233844174,-3.606543478,-1.222816292,0.235799373,0.448874847,-4.551817907,,,,,,,,,,,,,,,,,,,
GYS1,-0.562109643,4.719282609,-1.222133349,0.236051815,0.449058994,-4.55209272,,,,,,,,,,,,,,,,,,,
CTSL,-0.600769118,3.797463043,-1.220266353,0.23674298,0.450076963,-4.55284339,,,,,,,,,,,,,,,,,,,
GBA,-1.054738875,0.762782609,-1.219647692,0.236972348,0.45021624,-4.553091943,,,,,,,,,,,,,,,,,,,
CEACAM6,-1.310816251,1.357247826,-1.21815081,0.237528018,0.45067816,-4.553692931,,,,,,,,,,,,,,,,,,,
SCG3,0.215300037,3.978626087,1.218238988,0.237495257,0.45067816,-4.553657544,,,,,,,,,,,,,,,,,,,
ITGB1BP2,-1.195497933,-1.702576087,-1.217443118,0.237791071,0.450880636,-4.553976867,,,,,,,,,,,,,,,,,,,
TXN,-0.377535942,8.887904348,-1.216286656,0.238221411,0.451399834,-4.554440583,,,,,,,,,,,,,,,,,,,
ANGPTL3,-0.979535443,-5.07165,-1.215583905,0.238483206,0.451599189,-4.554722206,,,,,,,,,,,,,,,,,,,
DBI,0.193764494,6.555813043,1.215122385,0.238655255,0.451628448,-4.554907089,,,,,,,,,,,,,,,,,,,
ALPP,-0.831144083,-7.683782609,-1.211903802,0.239857725,0.452195763,-4.556194938,,,,,,,,,,,,,,,,,,,
APOC1,-1.06241924,-0.58166087,-1.213892246,0.239114295,0.452195763,-4.555399614,,,,,,,,,,,,,,,,,,,
PYDC1,-1.072635671,4.230406522,-1.212518689,0.239627647,0.452195763,-4.555949107,,,,,,,,,,,,,,,,,,,
TF,0.335268048,2.141028261,1.212402469,0.239671121,0.452195763,-4.555995579,,,,,,,,,,,,,,,,,,,
TIMP3,-1.269925711,3.179519565,-1.21180206,0.239895811,0.452195763,-4.556235605,,,,,,,,,,,,,,,,,,,
