gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
chr1-116667308-116668175,0.113603362,6.399191506,0.357644319,0.720743515,0.993429968,-4.636439665
chr1-117059701-117060640,-0.327269599,6.433422696,-1.025359405,0.305633895,0.993429968,-4.594966651
chr1-117121495-117122381,0.040397774,8.007669601,0.188504854,0.850548825,0.993429968,-4.690739476
chr1-1173268-1174393,0.281324603,5.710590532,0.803245829,0.422171574,0.993429968,-4.609901114
chr1-11735697-11736543,-0.10297313,6.884132934,-0.366435546,0.714177737,0.993429968,-4.646999168
chr1-117366629-117367608,-0.099936261,8.158145395,-0.512950541,0.608187082,0.993429968,-4.684401027
chr1-117582158-117583106,0.193064567,6.269708526,0.584517943,0.559106,0.993429968,-4.624583631
chr1-117605497-117606423,0.110304854,7.957175219,0.508925718,0.611003637,0.993429968,-4.668518246
chr1-117671716-117672616,0.362766561,4.924359661,0.936898711,0.349212298,0.993429968,-4.599967226
chr1-117695799-117696802,0.490838892,5.128091732,1.317310249,0.188270402,0.993429968,-4.571499998
chr1-11787280-11788146,-0.156737706,4.911446536,-0.37877873,0.704994953,0.993429968,-4.619560625
chr1-11803120-11803958,-0.068909114,5.343651555,-0.17655754,0.859919428,0.993429968,-4.626108221
chr1-11805546-11806579,0.491517314,7.063447852,1.770604173,0.077167501,0.993429968,-4.476416447
chr1-11907535-11908365,0.172322526,6.252386084,0.517664194,0.604895883,0.993429968,-4.6271669
chr1-11908501-11909394,0.524223956,5.380661993,1.441343201,0.150043597,0.993429968,-4.558668396
chr1-11944201-11945635,0.334009669,5.242698045,0.889597984,0.374061668,0.993429968,-4.603144338
chr1-119475527-119476584,-0.056039368,5.362156774,-0.144188411,0.885403279,0.993429968,-4.626657932
chr1-119611258-119612346,0.137368938,4.924359661,0.345583087,0.729785119,0.993429968,-4.622163278
chr1-119613447-119614748,0.490393333,4.894264287,1.288087655,0.198244494,0.993429968,-4.574915482
chr1-119675253-119676087,0.126416608,5.269424549,0.331808559,0.74015728,0.993429968,-4.624756996
chr1-119711627-119712281,0.056900985,6.196561152,0.16908925,0.865787161,0.993429968,-4.636192751
chr1-119742123-119742994,0.069602534,6.873491854,0.239317823,0.810946225,0.993429968,-4.647681203
chr1-119768488-119769386,0.167619276,5.089607745,0.435532544,0.663342815,0.993429968,-4.621933131
chr1-11979803-11980743,0.257267095,7.104265622,0.924008483,0.355877669,0.993429968,-4.606923174
chr1-119948249-119949225,0.578409892,4.975168758,1.531276623,0.126262609,0.993429968,-4.552263307
chr1-121184307-121185198,0.070681877,6.535127018,0.231230275,0.817219904,0.993429968,-4.643213561
chr1-1231637-1232573,0.135948112,7.099997897,0.494637641,0.621048848,0.993429968,-4.642879169
chr1-12477930-12478806,0.119159564,4.948274927,0.301515227,0.763132952,0.993429968,-4.623397488
chr1-12486181-12487134,-0.165228221,5.470836224,-0.432937865,0.665225681,0.993429968,-4.622321795
chr1-12539933-12540848,-0.926826972,5.311347677,-2.358514001,0.018688996,0.993429968,-4.455568087
chr1-12556243-12557147,-0.133361569,5.111358082,-0.330244525,0.741338032,0.993429968,-4.621947607
chr1-12595715-12596608,0.355802791,6.487888885,1.123976942,0.261501723,0.993429968,-4.585397344
chr1-12617888-12618804,0.073788106,6.659317077,0.244185183,0.807176345,0.993429968,-4.643866456
chr1-12619578-12620369,0.137280805,5.083848208,0.339755228,0.734167552,0.993429968,-4.621714787
chr1-12658578-12659483,0.464278733,5.073255478,1.211598589,0.226174248,0.993429968,-4.581307128
chr1-1307753-1308684,0.122746013,7.389502286,0.477842667,0.632947624,0.993429968,-4.650378667
chr1-1324347-1325274,0.335632556,6.211477511,0.989753307,0.322719804,0.993429968,-4.59767235
chr1-1349013-1350000,0.310797112,6.501657795,0.970108461,0.332408926,0.993429968,-4.599928453
chr1-13583748-13584601,-0.675851798,5.462198376,-1.903070343,0.057541059,0.993429968,-4.50017421
chr1-13748981-13749865,-0.221196007,6.700876989,-0.792104337,0.428633395,0.993429968,-4.619659453
chr1-1398987-1399931,0.193178129,6.563117791,0.614248758,0.539299041,0.993429968,-4.626611487
chr1-145425254-145426164,0.128233119,5.801114253,0.366576896,0.714072341,0.993429968,-4.629224556
chr1-145607572-145608499,0.246717119,5.470836224,0.647979754,0.517262155,0.993429968,-4.615084258
chr1-145858708-145859452,0.601921943,6.554119717,1.967163902,0.049654815,0.993429968,-4.459624077
chr1-145859550-145860201,0.33878334,6.700579403,1.108138001,0.268275302,0.993429968,-4.586588467
chr1-145885497-145886477,-0.068984351,6.087576177,-0.2030331,0.839182502,0.993429968,-4.634910508
chr1-145918335-145919322,-0.069930982,6.262596756,-0.211347532,0.832692561,0.993429968,-4.637047574
chr1-145960200-145961145,-0.284534215,6.109421021,-0.87451453,0.382210931,0.993429968,-4.607209272
chr1-14597907-14598909,0.166288126,7.002885026,0.581640688,0.561041489,0.993429968,-4.634267792
chr1-145979114-145980055,0.407574033,5.368484749,1.093245247,0.274753592,0.993429968,-4.589719164
chr1-14599026-14599730,0.821886671,5.575508094,2.351002745,0.019066716,0.993429968,-4.426876637
chr1-146036789-146037516,0.266001173,6.142460781,0.774039766,0.439232121,0.993429968,-4.612643691
chr1-146037634-146038403,0.070779614,7.169099695,0.25910262,0.795650752,0.993429968,-4.653704729
chr1-146376323-146377253,0.290270385,5.791067918,0.83915401,0.401738985,0.993429968,-4.608020977
chr1-146938065-146938784,-0.170702325,5.668240319,-0.462794318,0.64369059,0.993429968,-4.623187549
chr1-147541779-147542397,0.202044843,5.678040544,0.560681484,0.575237704,0.993429968,-4.620815341
chr1-147599459-147600383,-0.041281017,8.631816081,-0.239386129,0.810893289,0.993429968,-4.732651072
chr1-147928006-147928915,0.118934541,5.54541272,0.322322435,0.747328068,0.993429968,-4.626812308
chr1-14923920-14924754,0.31478472,6.756106232,1.048930738,0.294659973,0.993429968,-4.592789379
chr1-149390164-149391088,-0.268156079,5.878300364,-0.778011663,0.436888899,0.993429968,-4.612026187
chr1-14945031-14946003,0.42540951,5.622004086,1.134194444,0.257195589,0.993429968,-4.586675916
chr1-14950014-14950859,-0.170244978,5.404079902,-0.441450955,0.659056018,0.993429968,-4.62151865
chr1-14968293-14969306,0.285021113,4.975168758,0.728464774,0.466631949,0.993429968,-4.610440754
chr1-149811953-149812866,0.362766561,4.924359661,0.936898711,0.349212298,0.993429968,-4.599967226
chr1-149886349-149887236,-0.070015736,7.559196632,-0.294445043,0.768526363,0.993429968,-4.669770498
chr1-149887745-149888501,0.192545027,6.698772387,0.634141619,0.52624592,0.993429968,-4.626833194
chr1-149899302-149900161,0.318618291,5.488018472,0.872857083,0.383113023,0.993429968,-4.604683801
chr1-150149491-150150372,-0.282417023,5.686745537,-0.770795419,0.441151482,0.993429968,-4.610523619
chr1-150162814-150163711,-0.340003779,5.063587878,-0.83906047,0.401791426,0.993429968,-4.60452791
chr1-150213273-150214186,0.274068642,4.833835941,0.689270668,0.490936867,0.993429968,-4.611576806
chr1-150235756-150236781,-0.120017579,6.585931136,-0.416883742,0.676922316,0.993429968,-4.642624475
chr1-150255164-150256250,0.370154583,5.640159814,1.029897314,0.303500363,0.993429968,-4.594294441
chr1-150259662-150260555,0.151056706,6.621656547,0.488173187,0.625617206,0.993429968,-4.633600639
chr1-15027583-15028546,0.127685521,6.667364872,0.419610173,0.674930293,0.993429968,-4.637665524
chr1-150281926-150282856,-0.256204244,6.073733553,-0.75078362,0.453096501,0.993429968,-4.613952704
chr1-150293428-150294332,0.265903464,5.816517155,0.755740983,0.450120515,0.993429968,-4.612534757
chr1-150301987-150302940,0.554386844,5.591908711,1.508582798,0.131966271,0.993429968,-4.552030217
chr1-150363621-150364442,0.248162834,6.005485032,0.736040371,0.462012615,0.993429968,-4.615480726
chr1-150532115-150533031,0.382759951,5.083848208,0.989575001,0.322806908,0.993429968,-4.596786181
chr1-150548742-150549724,0.63929518,6.521060184,2.086609279,0.037372723,0.993429968,-4.438194461
chr1-150560976-150561838,0.300901858,7.762877147,1.251127927,0.211407348,0.993429968,-4.559603122
chr1-150561950-150562626,0.421100069,6.297941748,1.318314629,0.187934314,0.993429968,-4.564538527
chr1-150696852-150697774,0.40363419,6.418798441,1.288382194,0.198142067,0.993429968,-4.567026958
chr1-150876239-150877121,0.176880835,7.208721698,0.654289449,0.513192467,0.993429968,-4.633259257
chr1-15090135-15091038,0.460184961,5.242363274,1.224061053,0.221441084,0.993429968,-4.579817475
chr1-150974282-150975156,0.207742231,7.434116566,0.798779649,0.424754959,0.993429968,-4.622830175
chr1-151008039-151008904,-0.074756902,6.36806694,-0.235578787,0.813845186,0.993429968,-4.639857851
chr1-151047573-151048166,0.151465888,5.819346001,0.426674962,0.66977916,0.993429968,-4.626469035
chr1-151048229-151048757,0.389909184,5.188520078,1.025151462,0.305731899,0.993429968,-4.59456718
chr1-151146285-151147208,0.467638797,6.713054232,1.526623105,0.127416216,0.993429968,-4.533127599
chr1-1511515-1512402,0.386372024,6.362192553,1.18075021,0.238200454,0.993429968,-4.580110194
chr1-151165500-151166395,0.085101329,6.427497571,0.265533723,0.790695517,0.993429968,-4.638354874
chr1-151189599-151190744,0.250263991,5.077947318,0.643746208,0.520002111,0.993429968,-4.614243401
chr1-151198104-151198974,0.168756171,5.470836224,0.453513523,0.650353723,0.993429968,-4.622884442
chr1-151254288-151255218,0.492915807,5.45149015,1.359332608,0.174585322,0.993429968,-4.566333974
chr1-151281723-151282536,0.24726563,7.678327998,1.051594472,0.293436702,0.993429968,-4.593621897
chr1-151399108-151400235,-0.239478041,4.972610764,-0.583470771,0.559810041,0.993429968,-4.614476848
chr1-151458375-151459116,-0.266858716,5.948998564,-0.781848254,0.434632371,0.993429968,-4.612285902
chr1-151459210-151459713,0.205840267,4.833835941,0.512360439,0.60859967,0.993429968,-4.617407669
chr1-151510926-151511828,0.1105364,6.337656372,0.342369579,0.732200529,0.993429968,-4.635750325
chr1-15152174-15153132,-0.348316379,5.484984373,-0.922632717,0.356593781,0.993429968,-4.601104065
chr1-151539663-151540668,0.315010012,6.98937043,1.112366034,0.266455456,0.993429968,-4.585274053
chr1-151734591-151735687,0.204729099,5.404079902,0.547301768,0.584388266,0.993429968,-4.619488707
chr1-151909132-151910032,0.054424407,7.861873363,0.241254592,0.809445622,0.993429968,-4.67970448
chr1-152440502-152441429,0.060073419,5.311347677,0.157717777,0.874735729,0.993429968,-4.627467435
chr1-15246875-15247795,0.549749601,5.006160496,1.422278833,0.155498989,0.993429968,-4.564221355
chr1-15272162-15273080,-0.584897622,4.595695391,-1.364399411,0.172986902,0.993429968,-4.573526308
chr1-153122752-153123643,0.641631487,4.752931469,1.661471612,0.09717535,0.993429968,-4.541072049
chr1-153566262-153567268,-0.729270409,5.089607745,-1.888757504,0.059437975,0.993429968,-4.515890259
chr1-153568159-153569162,-0.350783303,5.309454367,-0.905218173,0.365736948,0.993429968,-4.601743777
chr1-153608656-153609589,-0.400411845,5.225181025,-1.01491235,0.310583478,0.993429968,-4.595165472
chr1-153612629-153613469,0.38220659,5.719963672,1.066672891,0.286576676,0.993429968,-4.59151157
chr1-153626885-153627844,0.050369674,5.551740695,0.134076644,0.893389873,0.993429968,-4.628824993
chr1-153633606-153634606,0.185344905,7.352025421,0.703329816,0.482140922,0.993429968,-4.631008497
chr1-153670693-153671638,-0.065580138,6.950153374,-0.248267427,0.80401801,0.993429968,-4.658227524
chr1-15370368-15371418,-0.379869751,5.170014859,-0.959136025,0.337901852,0.993429968,-4.598431213
chr1-153774903-153775716,0.288002769,6.383321975,0.911315117,0.362519309,0.993429968,-4.605009974
chr1-153783225-153784141,0.140900944,7.113884871,0.522823642,0.601302626,0.993429968,-4.642894994
chr1-153963127-153964070,0.241098127,6.733893573,0.801138218,0.423389533,0.993429968,-4.615601154
chr1-153967116-153968037,0.13162217,6.616658068,0.429077722,0.668030769,0.993429968,-4.636651816
chr1-1540294-1541136,0.108637012,5.180855711,0.275126905,0.78331966,0.993429968,-4.624012073
chr1-154093425-154094688,0.120564219,6.019996398,0.348369737,0.727692728,0.993429968,-4.630466511
chr1-15409391-15410313,0.478606572,6.572140133,1.572655081,0.116360373,0.993429968,-4.526365312
chr1-154220346-154221202,-0.195456254,6.529623209,-0.670403492,0.502875454,0.993429968,-4.627058452
chr1-15430826-15432119,0.309489081,4.801532062,0.781970273,0.434560715,0.993429968,-4.607682811
chr1-154324404-154325230,-0.269289343,4.833835941,-0.645154788,0.519089644,0.993429968,-4.611707191
chr1-154328278-154329143,0.099653392,7.450112141,0.39037309,0.696408311,0.993429968,-4.656038824
chr1-154352697-154353643,0.500294807,6.287921583,1.567477613,0.117564836,0.993429968,-4.532511305
chr1-154404976-154405886,0.396942824,5.764233267,1.126577434,0.260401042,0.993429968,-4.586592826
chr1-154419338-154420047,0.453424002,5.178900829,1.19658272,0.231972783,0.993429968,-4.582235238
chr1-154558395-154559336,0.047129587,6.805786457,0.159941782,0.872984289,0.993429968,-4.648125841
chr1-154607826-154608678,-0.302272868,4.914740412,-0.731996082,0.464475491,0.993429968,-4.608755605
chr1-154869903-154870775,0.450981674,6.082139475,1.347154587,0.178472295,0.993429968,-4.563689717
chr1-154974093-154975169,0.11670938,7.182449825,0.444950117,0.656526782,0.993429968,-4.650694174
chr1-154982834-154983701,0.440098635,5.611448324,1.231353161,0.218704812,0.993429968,-4.577815304
chr1-155000435-155001434,0.856527915,5.605233404,2.466315103,0.013947887,0.993429968,-4.403968017
chr1-155001678-155002706,0.271490221,7.212295318,1.004683711,0.315480694,0.993429968,-4.59849393
chr1-155017108-155018051,-0.182494819,6.228908994,-0.557813282,0.577193577,0.993429968,-4.62655235
chr1-155036443-155037390,0.339547059,4.63010387,0.837613269,0.402603298,0.993429968,-4.604518739
chr1-155063416-155064376,0.819344747,5.675814147,2.390506795,0.017152723,0.993429968,-4.413174648
chr1-155084678-155085619,0.098349524,7.196700261,0.389330543,0.697178834,0.993429968,-4.657903911
chr1-155172688-155173598,-0.206407663,6.087326942,-0.602966169,0.546773955,0.993429968,-4.621791076
chr1-155208474-155209431,-0.068737003,6.479885553,-0.218840273,0.826853766,0.993429968,-4.641061392
chr1-155227175-155228111,0.167756623,6.534754941,0.527012917,0.598392166,0.993429968,-4.630369824
chr1-155244312-155245236,0.69105107,6.103828928,2.12630177,0.033912463,0.993429968,-4.446548623
chr1-155250368-155251227,-0.171486361,6.277465623,-0.548043276,0.583879366,0.993429968,-4.629882131
chr1-155276837-155277830,0.737585813,6.042049739,2.238984779,0.025546657,0.993429968,-4.430026601
chr1-155308304-155309222,0.355091828,5.805260031,1.007725274,0.314019185,0.993429968,-4.595991418
chr1-155323926-155324732,-0.063604331,7.430041058,-0.265495663,0.790724817,0.993429968,-4.66984028
chr1-155562508-155563396,0.48939169,7.306076144,1.822606913,0.068893111,0.993429968,-4.458866617
chr1-155745175-155746060,0.462604267,5.795640782,1.330615886,0.183853996,0.993429968,-4.567285369
chr1-155871111-155872030,-0.472166719,5.54541272,-1.314588779,0.1891833,0.993429968,-4.570384778
chr1-155933992-155934924,0.436438789,5.797395893,1.270257902,0.204517376,0.993429968,-4.572940928
chr1-15603138-15604072,0.357162327,6.255617705,1.105691381,0.269332288,0.993429968,-4.587461967
chr1-156054519-156055329,-0.085656107,6.566577921,-0.276814924,0.782023799,0.993429968,-4.640915521
chr1-156114035-156115074,0.178053893,6.269563658,0.5448267,0.586088413,0.993429968,-4.627077659
chr1-156123444-156124350,0.467356371,5.503489592,1.30281823,0.19316934,0.993429968,-4.571403722
chr1-156160696-156161643,0.341633179,5.730639571,0.981877709,0.326581761,0.993429968,-4.597999929
chr1-156193528-156194453,-0.168484945,5.890477608,-0.485560669,0.627467554,0.993429968,-4.626001911
chr1-156338003-156338919,-0.044507529,6.739631633,-0.156068174,0.876035217,0.993429968,-4.651688602
chr1-156456356-156456983,-0.194174905,6.032375192,-0.572807307,0.567003811,0.993429968,-4.623522032
chr1-156457062-156457648,0.294205226,6.735135749,0.97657445,0.329199214,0.993429968,-4.600027564
chr1-156591383-156592287,0.369609281,5.91001722,1.081465954,0.279952813,0.993429968,-4.590068026
chr1-156641749-156642885,0.239082192,4.752931469,0.59209929,0.554021756,0.993429968,-4.614645306
chr1-156706418-156707100,0.199942011,5.164752679,0.520472998,0.602938516,0.993429968,-4.61923219
chr1-156724994-156726419,0.414158965,4.875759068,1.05687347,0.291022525,0.993429968,-4.592526921
chr1-156728274-156729191,-0.137365325,6.940802206,-0.524961764,0.599816385,0.993429968,-4.645562933
chr1-156740717-156741636,-0.053053109,6.842262283,-0.18639494,0.852202189,0.993429968,-4.651455835
chr1-15703079-15704092,-0.075224084,6.432641065,-0.238521884,0.811563118,0.993429968,-4.64036974
chr1-157045433-157046374,0.334366996,7.292995039,1.25818592,0.208845966,0.993429968,-4.563259371
chr1-157155601-157156680,0.137368938,4.924359661,0.345583087,0.729785119,0.993429968,-4.622163278
chr1-15735748-15736663,0.556771181,6.328690517,1.683006105,0.092928203,0.993429968,-4.519296816
chr1-1574301-1575279,0.389428767,6.252386084,1.210783351,0.226486374,0.993429968,-4.576777566
chr1-157991737-157992707,-0.310612792,5.311347677,-0.795254824,0.426800357,0.993429968,-4.607388776
chr1-158019240-158020123,-0.111801963,6.446789214,-0.354437272,0.723143895,0.993429968,-4.637138571
chr1-158149356-158150272,-0.091220001,5.422347523,-0.239159015,0.8110693,0.993429968,-4.626535732
chr1-15834419-15835264,0.331221272,7.365548165,1.252380693,0.210951058,0.993429968,-4.563951627
chr1-15835578-15836466,0.396761741,6.090792936,1.202940489,0.229504876,0.993429968,-4.578301456
chr1-15847262-15848136,-0.048131747,7.139004321,-0.178203472,0.858627272,0.993429968,-4.657296595
chr1-15849292-15850084,0.267345993,5.546691708,0.731120341,0.465009759,0.993429968,-4.612506973
chr1-15886005-15886856,0.507919428,5.017091886,1.332713217,0.183164927,0.993429968,-4.571231997
chr1-15975490-15976377,0.515420362,6.179589905,1.533005528,0.125836097,0.993429968,-4.541495913
chr1-159780469-159781327,0.167130022,7.865392069,0.751214053,0.452837665,0.993429968,-4.639783858
chr1-159899705-159900699,0.733903013,6.033750173,2.216655124,0.027045443,0.993429968,-4.433504068
chr1-159945190-159946266,-0.3865744,5.472449982,-1.033215642,0.301946522,0.993429968,-4.594033427
chr1-160031470-160032366,0.104790049,6.058145824,0.307348811,0.758691519,0.993429968,-4.632725057
chr1-160069938-160070886,0.301064607,6.348577197,0.935853277,0.349749898,0.993429968,-4.602632068
chr1-16012720-16013660,0.073342149,6.70811453,0.248710429,0.803675462,0.993429968,-4.646162904
chr1-16017517-16018439,0.32229284,5.938728711,0.912182678,0.362062906,0.993429968,-4.602849
chr1-160284643-160285584,0.063848687,5.698335693,0.176377915,0.860060467,0.993429968,-4.63065575
chr1-16055787-16056665,0.406290502,6.318818121,1.229941555,0.21923259,0.993429968,-4.575215728
chr1-161069366-161070362,0.414158965,4.875759068,1.05687347,0.291022525,0.993429968,-4.592526921
chr1-161132101-161133141,0.486201505,6.36996025,1.543042696,0.123382175,0.993429968,-4.534510216
chr1-161201810-161202715,0.130353109,6.74404597,0.435030166,0.663707207,0.993429968,-4.638978251
chr1-161258418-161259457,-1.012348342,4.924359661,-2.780419541,0.005610476,0.993429968,-4.362470341
chr1-161367521-161368406,-0.32865148,5.871972389,-0.942579106,0.346300435,0.993429968,-4.600851714
chr1-161530590-161531411,0.245130894,5.781492632,0.69340712,0.488340001,0.993429968,-4.615689103
chr1-161539841-161540733,-0.428108575,4.90810691,-1.039227243,0.299145073,0.993429968,-4.593700778
chr1-161612130-161613063,-0.156295466,6.518455151,-0.503756122,0.61462978,0.993429968,-4.632812355
chr1-161621268-161622122,0.299117177,5.220823956,0.793427151,0.427863187,0.993429968,-4.608379189
chr1-161749458-161750337,-0.445759592,6.105799833,-1.427459342,0.15400183,0.993429968,-4.549288485
chr1-162062350-162063409,-0.31770837,5.54541272,-0.848945551,0.396272339,0.993429968,-4.605648394
chr1-16206246-16207184,0.122287228,6.541116614,0.387750834,0.698346958,0.993429968,-4.636759563
